,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.38,0.26,0.04,0.0,0.54,0.19,0.2,0.0,0.95,0.08,0.15,0.25,0.16,0.09,0.14,0.15,0.16,0.18
dvd-create.csv,0.97,0.84,0.91,0.67,0.94,0.86,0.8,0.6,1.0,0.96,0.72,0.89,0.91,0.86,0.5,0.87,0.74,0.82
echongl.csv,0.03,0.7,0.91,0.83,0.08,0.11,0.16,0.8,0.5,0.99,0.79,0.04,0.84,0.72,0.44,0.89,0.22,0.05
empserver.csv,0.72,0.81,0.43,0.83,0.44,0.94,0.49,0.1,0.75,0.58,0.51,0.53,0.56,0.51,0.31,0.75,0.37,0.58
gdis.csv,0.81,0.81,0.78,0.83,0.92,0.67,0.49,0.6,0.85,0.96,0.66,0.96,0.88,0.63,0.5,0.87,0.83,0.61
gmerlin.csv,0.2,0.09,0.39,0.33,0.23,0.22,0.22,0.2,0.45,0.2,0.32,0.51,0.97,0.39,0.17,0.11,0.19,0.16
growl-for-windows.csv,0.59,0.77,0.35,0.5,0.69,0.64,0.63,0.6,0.75,0.58,0.53,0.65,0.69,0.58,1.0,0.68,0.51,0.58
mpgravity.csv,0.58,0.72,0.57,1.0,0.62,0.86,0.65,0.3,0.85,0.47,0.55,0.6,0.44,0.56,0.64,0.62,0.54,0.58
myfaces.csv,0.93,0.77,0.91,1.0,0.92,1.0,0.94,1.0,1.0,1.0,0.98,0.95,0.94,0.95,0.78,1.0,0.87,0.97
nativeclient.csv,0.41,0.45,0.83,0.42,0.67,0.58,0.52,0.4,0.3,0.66,0.49,0.56,0.34,0.72,0.42,0.45,0.98,0.45
passwordsafe.csv,0.47,0.68,0.52,0.25,0.81,0.47,0.54,0.2,0.7,0.54,0.26,0.7,0.53,0.96,0.75,0.6,0.41,0.53
phonon-vlc-mplayer.csv,0.86,0.97,0.48,0.42,0.77,0.92,0.79,0.1,0.65,0.51,0.43,0.91,0.47,0.42,0.67,0.6,0.42,0.87
ppcboot.csv,0.51,0.74,0.48,0.33,0.75,0.42,0.9,0.6,0.8,0.7,0.66,0.65,0.47,0.63,0.33,0.58,0.48,0.68
rtrt-on-gpu.csv,0.5,0.35,0.35,0.0,0.52,0.42,0.37,1.0,0.2,0.2,0.45,0.63,0.41,0.44,0.31,0.4,0.41,0.29
sandiaportals.csv,0.55,0.91,0.57,0.67,1.0,0.31,0.9,0.5,0.8,0.87,0.74,0.75,0.53,0.7,0.75,0.98,0.66,0.63
tktoolkit.csv,0.14,0.7,0.87,1.0,0.52,0.28,0.18,0.9,1.0,1.0,0.91,0.37,0.91,0.88,0.56,1.0,0.2,0.08
ultimairis.csv,0.62,0.81,0.91,0.67,0.94,0.97,0.89,0.7,0.9,0.84,0.87,0.88,0.47,0.65,0.78,0.74,0.9,0.71
wikipediardware.csv,0.8,0.86,0.87,0.92,0.96,0.78,0.86,0.6,0.85,0.99,0.83,0.95,0.81,0.86,0.44,0.72,0.94,0.97
