,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.5,0.95,0.93,0.0,0.63,0.89,0.8,0.0,0.63,0.95,0.86,0.79,0.88,0.83,0.83,0.89,0.96,0.88
dvd-create.csv,0.4,0.48,0.38,0.45,0.44,0.42,0.54,0.37,0.42,0.3,0.38,0.31,0.37,0.41,0.38,0.4,0.5,0.41
echongl.csv,0.8,0.54,0.47,0.45,0.99,0.8,0.98,0.51,0.48,0.37,0.49,0.5,0.43,0.55,0.95,0.42,0.98,0.75
empserver.csv,0.43,0.59,0.83,0.37,0.57,0.56,0.67,0.65,0.43,0.42,0.51,0.47,0.46,0.57,0.67,0.42,0.64,0.46
gdis.csv,0.39,0.56,0.46,0.37,0.44,0.48,0.53,0.39,0.38,0.3,0.42,0.36,0.37,0.49,0.43,0.41,0.56,0.39
gmerlin.csv,0.88,0.73,0.6,0.73,0.97,0.79,0.44,0.86,0.67,0.95,0.65,0.37,0.65,0.62,0.83,0.89,0.79,0.83
growl-for-windows.csv,0.48,0.68,0.87,0.82,0.54,0.65,0.68,0.76,0.38,0.4,0.59,0.44,0.42,0.53,0.56,0.4,0.62,0.46
mpgravity.csv,0.44,0.77,0.6,0.75,0.5,0.46,0.59,0.91,0.41,0.45,0.62,0.45,0.61,0.53,0.72,0.47,0.62,0.46
myfaces.csv,0.41,0.47,0.41,0.38,0.96,0.41,0.59,0.43,0.4,0.29,0.4,0.38,0.38,0.44,0.56,0.39,0.53,0.43
nativeclient.csv,0.52,0.57,0.37,0.73,0.52,0.56,0.57,0.71,0.64,0.39,0.43,0.39,0.58,0.46,0.36,0.5,0.56,0.55
passwordsafe.csv,0.57,0.78,0.7,0.73,0.53,0.54,0.64,0.9,0.48,0.51,0.91,0.4,0.59,0.64,0.58,0.5,0.67,0.6
phonon-vlc-mplayer.csv,0.41,0.9,0.7,0.7,0.55,0.42,0.58,0.91,0.52,0.47,0.97,0.37,0.6,0.63,0.54,0.49,0.69,0.48
ppcboot.csv,0.55,0.71,0.59,0.83,0.49,0.68,0.76,0.61,0.52,0.37,0.51,0.43,0.52,0.58,0.56,0.51,0.69,0.47
rtrt-on-gpu.csv,0.48,0.59,0.54,0.0,0.63,0.48,0.44,0.91,0.8,0.75,0.71,0.35,0.64,0.55,0.73,0.53,0.54,0.88
sandiaportals.csv,0.49,0.63,0.66,0.63,0.42,0.71,0.65,0.65,0.54,0.33,0.53,0.4,0.45,0.54,0.53,0.42,0.58,0.42
tktoolkit.csv,0.92,0.47,0.95,0.38,0.54,0.88,0.83,0.43,0.39,0.32,0.39,0.62,0.39,0.44,0.74,0.39,0.86,0.75
ultimairis.csv,0.46,0.5,0.41,0.47,0.44,0.41,0.57,0.54,0.43,0.34,0.78,0.41,0.54,0.61,0.51,0.5,0.52,0.47
wikipediardware.csv,0.38,0.44,0.37,0.45,0.42,0.4,0.54,0.39,0.42,0.29,0.39,0.35,0.38,0.4,0.38,0.41,0.5,0.46
