,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.93,0.86,0.07,0.0,0.16,0.78,0.56,0.0,1.0,0.42,1.0,1.0,0.62,0.83,0.83,0.89,0.82,0.88
dvd-create.csv,1.0,0.35,0.13,0.2,0.17,0.6,0.54,0.16,0.33,0.74,0.3,0.88,0.33,0.44,0.62,0.74,0.64,0.79
echongl.csv,0.4,0.33,0.14,0.24,0.05,0.8,0.45,0.19,0.21,1.0,0.34,1.0,0.33,0.4,0.8,0.73,0.63,0.5
empserver.csv,0.88,0.39,0.19,0.26,0.12,1.0,0.59,0.06,0.34,0.65,0.39,0.79,0.32,0.4,0.73,0.83,0.65,0.85
gdis.csv,0.85,0.35,0.13,0.23,0.15,0.5,0.55,0.15,0.38,0.74,0.27,1.0,0.36,0.38,0.6,0.75,0.63,0.82
gmerlin.csv,0.94,0.13,0.19,0.36,0.29,0.57,0.44,0.29,0.6,0.95,0.41,0.97,1.0,0.69,1.0,0.67,0.82,1.0
growl-for-windows.csv,0.79,0.5,0.17,0.55,0.16,0.62,0.56,0.35,0.32,0.65,0.36,0.86,0.35,0.33,1.0,0.77,0.6,0.79
mpgravity.csv,0.8,0.62,0.19,1.0,0.13,0.62,0.53,0.27,0.5,0.64,0.38,0.85,0.45,0.35,0.92,0.82,0.63,0.79
myfaces.csv,0.81,0.24,0.12,0.23,0.94,0.52,0.52,0.19,0.31,0.72,0.31,0.82,0.31,0.35,0.68,0.75,0.58,0.73
nativeclient.csv,0.91,0.35,0.15,0.45,0.21,0.62,0.49,0.24,0.27,0.74,0.28,0.89,0.31,0.41,0.6,0.86,0.99,0.77
passwordsafe.csv,0.88,0.59,0.22,0.2,0.19,0.65,0.57,0.2,0.3,0.82,0.38,0.89,0.41,1.0,0.71,0.84,0.71,0.8
phonon-vlc-mplayer.csv,0.81,0.97,0.21,0.25,0.18,0.55,0.5,0.09,0.39,0.76,0.65,0.8,0.36,0.49,0.65,0.82,0.55,0.75
ppcboot.csv,0.78,0.46,0.14,0.67,0.15,0.48,0.99,0.18,0.36,0.7,0.36,0.84,0.3,0.4,0.67,0.89,0.62,0.87
rtrt-on-gpu.csv,0.84,0.28,0.11,0.0,0.2,0.45,0.46,0.91,0.2,0.62,0.4,0.84,0.36,0.38,1.0,0.7,0.59,0.69
sandiaportals.csv,0.84,0.43,0.18,0.42,0.14,0.46,0.56,0.19,0.39,0.72,0.46,0.83,0.32,0.56,0.71,1.0,0.66,0.77
tktoolkit.csv,0.83,0.23,1.0,0.23,0.09,0.62,0.47,0.17,0.3,0.79,0.29,0.88,0.31,0.35,0.74,0.75,0.49,0.75
ultimairis.csv,0.85,0.26,0.12,0.21,0.13,0.51,0.51,0.2,0.43,0.81,0.91,0.85,0.28,0.47,0.68,0.85,0.58,0.71
wikipediardware.csv,0.8,0.32,0.13,0.26,0.15,0.49,0.52,0.12,0.35,0.72,0.3,0.86,0.35,0.43,0.55,0.78,0.6,1.0
