,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.11,0.02,0.09,0.0,0.45,0.06,0.18,0.0,0.0,0.29,0.0,0.0,0.05,0.01,0.06,0.06,0.05,0.07
dvd-create.csv,0.0,0.56,0.88,0.78,0.72,0.64,0.75,0.67,0.87,0.89,0.77,0.54,0.91,0.62,0.61,0.89,0.61,0.57
echongl.csv,0.17,0.53,0.8,0.78,0.23,0.03,0.21,0.73,0.83,0.0,0.69,0.0,0.83,0.61,0.22,0.94,0.19,0.14
empserver.csv,0.39,0.46,0.28,0.68,0.49,0.0,0.38,0.33,0.63,0.82,0.36,0.62,0.58,0.42,0.22,0.44,0.28,0.29
gdis.csv,0.61,0.56,0.76,0.8,0.81,0.73,0.44,0.73,0.61,0.87,0.79,0.0,0.76,0.58,0.67,0.83,0.71,0.36
gmerlin.csv,0.06,0.21,0.25,0.17,0.09,0.18,0.3,0.1,0.13,0.03,0.21,0.08,0.0,0.1,0.0,0.17,0.06,0.0
growl-for-windows.csv,0.67,0.29,0.25,0.12,0.57,0.42,0.56,0.23,0.7,0.82,0.42,0.46,0.61,0.66,0.0,0.61,0.48,0.43
mpgravity.csv,0.61,0.16,0.35,0.0,0.66,0.58,0.64,0.17,0.37,0.68,0.41,0.46,0.26,0.59,0.11,0.39,0.46,0.43
myfaces.csv,0.89,0.91,0.99,1.0,0.01,1.0,0.98,0.9,0.98,1.0,0.98,0.92,1.0,0.98,0.72,1.0,0.9,1.0
nativeclient.csv,0.17,0.31,0.67,0.15,0.4,0.39,0.62,0.27,0.35,0.61,0.56,0.31,0.38,0.57,0.56,0.22,0.01,0.36
passwordsafe.csv,0.28,0.18,0.27,0.29,0.56,0.27,0.46,0.17,0.7,0.32,0.19,0.38,0.36,0.0,0.61,0.33,0.25,0.36
phonon-vlc-mplayer.csv,0.83,0.01,0.27,0.37,0.57,0.82,0.89,0.21,0.43,0.42,0.11,1.0,0.41,0.25,0.72,0.39,0.49,0.79
ppcboot.csv,0.61,0.31,0.45,0.05,0.67,0.48,0.01,0.56,0.61,0.76,0.52,0.54,0.53,0.53,0.33,0.22,0.41,0.29
rtrt-on-gpu.csv,0.39,0.33,0.4,0.0,0.32,0.55,0.47,0.02,0.35,0.32,0.3,0.54,0.35,0.4,0.0,0.5,0.42,0.36
sandiaportals.csv,0.44,0.44,0.39,0.27,1.0,0.39,0.78,0.44,0.54,0.89,0.39,0.69,0.55,0.31,0.61,0.0,0.48,0.5
tktoolkit.csv,0.11,0.88,0.0,1.0,0.83,0.18,0.22,0.94,1.0,0.71,0.99,0.23,0.97,0.89,0.39,1.0,0.29,0.07
ultimairis.csv,0.44,0.83,0.96,0.73,0.97,1.0,0.96,0.58,0.52,0.5,0.04,0.69,0.59,0.41,0.72,0.39,0.96,0.79
wikipediardware.csv,0.83,0.67,0.87,0.76,0.89,0.88,0.87,0.94,0.67,1.0,0.88,0.69,0.73,0.65,0.72,0.61,0.9,0.0
