,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,0.08,0.54,0.07,0.3,0.53,1.0,0.51,0.48,0.11,0.58,0.29,0.85,0.42,0.44,0.3,0.41
fleet-simulator.csv,0.05,0.73,0.0,0.96,0.51,0.74,0.43,0.49,0.1,0.58,0.3,1.0,0.44,0.41,0.34,0.85
geogebra.csv,0.0,0.1,0.04,0.36,0.1,0.1,0.12,0.44,0.04,0.57,0.19,0.76,0.37,0.96,0.0,0.09
gtad.csv,1.0,0.0,0.0,0.02,0.0,0.07,0.26,0.0,0.0,0.02,0.06,0.0,0.05,0.12,0.0,0.0
hibernate.csv,0.05,0.5,0.12,0.29,0.24,0.61,0.36,0.41,0.13,0.28,0.25,0.45,0.96,0.35,0.23,0.36
ipfire-wall.csv,0.11,0.22,0.0,0.41,0.97,0.4,0.44,0.45,0.24,0.44,0.19,0.46,0.3,0.38,0.19,0.24
irplus.csv,0.06,0.64,0.08,0.5,0.46,0.52,0.39,1.0,0.17,0.36,0.24,0.18,0.33,0.34,0.25,0.65
mumble.csv,0.15,0.15,0.22,0.09,0.38,0.33,0.98,0.57,0.27,0.68,0.27,0.54,0.4,0.41,0.09,0.38
ondex.csv,0.0,0.05,0.11,0.52,0.0,0.34,0.23,0.43,0.16,0.17,0.95,0.57,0.23,0.29,0.2,0.13
powerfolder.csv,0.0,0.0,1.0,0.0,0.0,0.03,0.0,0.0,1.0,0.02,0.0,0.0,0.07,0.07,0.0,0.05
projectts.csv,0.05,1.0,0.07,0.73,0.39,0.74,0.4,0.54,0.1,0.43,0.28,0.7,0.44,0.43,0.23,0.76
quantlib.csv,0.11,0.28,0.0,0.27,0.26,0.52,0.48,0.51,0.04,0.47,0.35,0.93,0.39,0.34,0.98,0.25
smartgwt.csv,0.06,0.33,0.13,0.25,0.41,0.33,0.05,0.42,0.25,0.98,0.25,0.41,0.38,0.38,0.2,0.3
tweetsharp.csv,0.2,0.61,0.29,0.64,0.55,0.62,0.39,0.37,0.26,0.46,0.22,0.0,0.41,0.33,0.32,0.99
wxlua.csv,0.06,0.63,0.06,1.0,0.52,0.79,0.47,0.53,0.03,0.33,0.26,0.93,0.42,0.32,0.35,0.82
