,opentibia.csv,x-ray-mule.csv,jython.csv,unbvision.csv,galaxium.csv,power-architect.csv,ondex.csv,fleet-simulator.csv,ninject.csv
fleet-simulator.csv,0.57,0.32,0.0,0.0,0.72,0.0,0.09,0.98,0.56
galaxium.csv,0.52,0.38,0.13,0.6,0.76,0.5,0.51,0.86,0.59
jython.csv,0.43,0.36,0.89,0.47,0.49,0.38,0.59,0.0,0.2
ninject.csv,0.31,0.23,0.17,0.12,0.54,0.46,0.21,0.0,0.98
ondex.csv,0.33,0.48,0.23,0.38,0.2,0.36,0.52,0.35,0.62
opentibia.csv,0.8,0.4,0.62,0.04,0.46,0.48,0.5,0.0,0.45
power-architect.csv,0.0,0.0,0.0,0.44,0.05,0.76,0.38,0.0,0.52
unbvision.csv,0.5,0.36,0.05,0.76,0.67,0.53,0.59,0.24,0.92
x-ray-mule.csv,0.2,0.83,0.06,0.45,0.26,0.24,0.4,0.26,0.24
