,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.81,0.78,0.58,0.95,0.48,0.54,0.74,0.26,0.78,0.8,0.38,0.8,0.92,0.5,0.62
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.88,0.5,0.5,0.83
hydrate.csv,0.86,0.81,0.46,0.5,0.47,0.68,0.68,0.28,0.75,0.64,0.86,0.46,0.0,0.39,0.47
ivef-sdk.csv,0.45,0.49,0.62,0.48,0.59,0.61,0.61,0.0,0.47,0.47,0.51,0.77,0.47,0.0,0.57
jmri.csv,0.5,0.5,0.54,0.53,0.56,0.79,0.53,0.96,0.67,0.62,0.78,0.67,0.75,0.69,0.38
jython.csv,0.58,0.7,0.98,0.76,0.62,0.5,0.43,0.95,0.89,0.83,0.54,0.64,0.58,0.45,0.5
kdenlive.csv,0.37,0.38,0.39,0.37,0.36,0.38,0.5,0.26,0.43,0.41,0.29,0.38,0.57,0.33,0.33
ninject.csv,0.8,0.86,0.56,0.63,0.58,0.51,0.56,0.94,0.77,0.88,0.8,0.54,0.59,0.36,0.65
ondex.csv,0.58,0.62,0.63,0.63,0.8,0.0,0.63,0.82,0.92,0.92,0.65,0.67,0.86,0.79,0.45
opentibia.csv,0.62,0.47,0.72,0.7,0.5,0.67,0.45,0.95,0.75,0.67,0.98,0.48,0.8,0.39,0.82
projectfactory.csv,0.88,0.8,0.59,0.67,0.59,0.83,0.56,0.26,0.44,0.53,0.77,0.62,0.75,0.48,0.42
taverna.csv,0.57,0.5,0.97,0.38,0.62,0.5,0.63,0.24,0.6,0.52,0.5,0.48,0.75,0.8,0.69
tigermud.csv,0.88,0.86,0.49,0.93,0.67,0.5,0.86,0.27,0.93,0.93,0.63,0.58,0.53,0.4,0.83
unbvision.csv,0.44,0.43,0.47,0.41,0.46,0.43,0.5,0.25,0.54,0.52,0.3,0.5,0.55,0.36,0.38
x-ray-mule.csv,0.53,0.8,0.98,0.61,0.55,0.0,0.74,0.0,0.53,0.48,0.53,0.9,0.56,0.0,0.8
