,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.38,0.44,0.52,0.56,0.45,0.54,0.86,0.05,0.48,0.12,0.49,0.13,0.0,0.48,0.59
cme.csv,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.13,0.0,0.07,1.0
hydrate.csv,0.1,0.35,0.45,0.0,0.4,0.0,0.34,0.37,0.0,0.21,0.21,0.23,0.24,0.67,0.23
ivef-sdk.csv,0.58,0.62,0.58,0.68,0.5,1.0,0.44,0.0,0.53,0.52,0.55,0.48,0.3,0.0,0.75
jmri.csv,0.47,0.35,0.62,0.22,0.18,0.62,0.53,0.6,0.61,0.4,0.43,0.2,0.24,0.28,0.36
jython.csv,0.62,0.38,0.24,0.6,0.25,0.57,0.13,0.9,0.51,0.12,0.65,0.27,0.68,0.43,0.23
kdenlive.csv,0.69,0.58,0.55,0.31,0.46,0.15,0.36,0.05,0.76,0.49,0.5,0.45,0.63,0.62,0.67
ninject.csv,0.23,0.31,0.52,0.48,0.33,0.24,0.72,0.21,0.15,0.1,0.21,0.56,0.95,0.48,0.23
ondex.csv,0.44,0.29,0.47,0.51,0.18,0.0,0.21,0.77,0.35,0.25,0.65,0.07,0.0,0.28,0.4
opentibia.csv,0.36,0.77,0.44,0.5,0.48,0.04,0.53,0.62,0.09,0.04,0.28,0.2,0.45,0.6,0.0
projectfactory.csv,0.12,0.07,0.44,0.04,0.48,0.07,0.24,0.05,0.55,0.59,0.34,0.27,0.64,0.61,0.74
taverna.csv,0.44,0.37,0.19,0.2,0.68,0.11,0.65,0.27,0.34,0.53,0.53,0.34,0.0,0.11,0.44
tigermud.csv,0.36,0.4,0.5,0.34,0.37,0.0,0.07,0.18,0.09,0.16,0.3,0.65,0.78,0.55,0.0
unbvision.csv,0.69,0.45,0.47,0.23,0.29,0.0,0.41,0.13,0.81,0.37,0.55,0.33,0.92,0.68,0.3
x-ray-mule.csv,0.38,0.27,0.3,0.81,0.6,0.0,0.17,0.06,0.37,0.52,0.53,0.47,0.22,0.0,0.43
