,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.41,0.54,0.51,0.53,0.78,0.82,0.85,1.0,0.53,0.1,0.85,0.11,0.0,0.7,0.6
cme.csv,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.11,0.0,0.06,1.0
hydrate.csv,0.08,0.3,0.42,0.0,0.37,0.0,0.3,0.55,0.0,0.18,0.18,0.2,0.2,0.7,0.2
ivef-sdk.csv,0.79,0.6,0.64,1.0,0.56,1.0,0.58,0.0,0.87,0.82,0.58,0.51,0.4,0.0,1.0
jmri.csv,0.42,0.3,0.61,0.2,0.15,0.57,0.58,0.55,0.57,0.36,0.39,0.17,0.2,0.24,1.0
jython.csv,0.69,0.39,0.2,0.63,0.22,0.91,0.94,0.91,0.47,0.1,0.7,0.23,0.8,0.73,0.2
kdenlive.csv,0.7,0.58,0.55,0.43,0.44,0.21,0.33,0.95,0.8,0.49,0.88,0.43,0.6,0.94,1.0
ninject.csv,0.21,0.4,0.54,0.5,0.3,0.58,0.76,0.18,0.13,0.08,0.18,0.54,1.0,0.94,0.2
ondex.csv,0.39,0.25,0.43,0.47,0.15,0.0,0.18,0.77,0.3,0.21,0.64,0.06,0.0,0.24,0.4
opentibia.csv,0.32,0.78,0.4,0.47,0.48,0.03,0.91,0.59,0.07,0.03,0.24,0.86,0.4,0.76,0.0
projectfactory.csv,0.1,0.06,0.4,0.03,0.44,0.06,0.21,0.95,0.53,0.59,0.3,0.23,0.6,0.61,0.8
taverna.csv,0.39,0.33,0.16,0.17,0.67,0.1,0.73,0.36,0.3,0.54,0.52,0.89,0.0,0.09,0.4
tigermud.csv,0.35,0.42,0.69,0.3,0.33,0.0,0.06,0.36,0.07,0.13,0.27,0.74,0.8,0.91,0.0
unbvision.csv,0.7,0.4,0.44,0.23,0.26,1.0,0.42,0.86,0.83,0.33,0.91,0.29,1.0,0.73,1.0
x-ray-mule.csv,0.35,0.23,0.26,0.87,0.74,0.0,0.15,0.05,0.77,0.77,0.55,0.43,0.2,0.0,0.4
