,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,0.73,0.5,0.86,0.81,0.71,0.55,0.73,0.77,1.0,0.54,0.54,0.42
gamestone.csv,0.03,1.0,0.16,0.0,0.07,0.06,0.04,0.03,0.12,0.0,0.15,0.13
gbif-providertoolkit.csv,0.12,0.25,0.02,0.03,1.0,0.0,0.04,0.08,0.01,0.08,0.08,0.09
heekscad.csv,0.97,0.62,0.7,0.81,0.57,0.57,0.38,0.45,0.55,0.69,0.56,0.51
igarden.csv,0.3,0.25,0.27,1.0,0.07,0.45,0.42,0.11,0.2,0.62,0.25,0.31
levent.csv,0.6,0.5,0.57,0.71,0.57,0.98,0.23,0.48,0.56,0.23,0.5,0.22
libmesh.csv,0.32,0.38,0.09,0.29,0.14,0.12,0.92,0.34,0.21,0.46,0.23,0.51
openmsx.csv,0.39,0.62,0.29,0.81,0.64,0.59,0.31,0.89,0.42,0.69,0.44,0.73
pnotepad.csv,0.94,0.75,0.91,0.9,0.86,0.8,0.73,0.74,0.85,1.0,0.98,0.91
quark.csv,0.01,0.0,0.05,0.03,0.0,0.0,0.08,0.0,0.02,0.92,0.0,0.24
tango-cs.csv,0.45,0.0,0.29,0.32,0.36,0.16,0.27,0.22,0.3,0.62,0.33,1.0
xcsoar.csv,0.69,0.38,0.95,0.42,0.71,0.35,0.19,0.35,0.55,0.92,0.48,0.78
