,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,0.6,0.81,0.65,0.61,0.45,0.48,0.57,0.66,0.0,0.37,0.4,0.35
gamestone.csv,0.02,0.0,0.01,0.03,0.03,0.0,0.11,0.05,0.19,0.15,0.0,0.1
gbif-providertoolkit.csv,0.02,0.21,0.01,0.03,0.0,0.04,0.02,0.01,0.08,0.15,0.0,0.12
heekscad.csv,0.02,0.27,0.34,0.57,0.39,0.43,0.5,0.45,0.27,0.62,0.3,0.41
igarden.csv,0.13,0.15,0.07,0.0,0.04,0.22,0.35,0.09,0.15,0.44,0.0,0.12
levent.csv,0.17,0.1,0.3,0.32,0.31,0.0,0.35,0.45,0.46,0.23,0.4,0.25
libmesh.csv,0.36,0.46,0.15,0.25,0.12,0.09,0.02,0.3,0.31,0.42,0.5,0.42
openmsx.csv,0.32,0.52,0.23,0.53,0.67,0.7,0.43,0.0,0.19,0.81,0.6,0.84
pnotepad.csv,0.55,0.6,0.68,0.85,0.85,0.48,0.76,0.74,0.77,1.0,0.0,0.88
quark.csv,0.0,0.02,0.01,0.01,0.0,0.0,0.07,0.01,0.04,0.0,0.0,0.2
tango-cs.csv,0.26,0.23,0.11,0.19,0.24,0.13,0.26,0.23,0.19,0.65,0.3,0.0
xcsoar.csv,0.3,0.31,0.0,0.36,0.45,0.09,0.24,0.36,0.46,0.73,0.1,0.71
