,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,2.0,13.0,0.0,1.0,11.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0
gamestone.csv,0.0,0.0,1.0,102.0,2.0,0.0,0.0,2.0,0.0,64.0,0.0,0.0
gbif-providertoolkit.csv,0.0,7.0,0.0,1.0,0.0,71.0,0.0,1.0,0.0,4.0,0.0,0.0
heekscad.csv,0.0,5.0,3.0,1.0,11.0,1.0,1.0,1.0,0.0,10.0,2.0,1.0
igarden.csv,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0
levent.csv,1.0,1.0,3.0,0.0,7.0,0.0,0.0,3.0,0.0,6.0,0.0,1.0
libmesh.csv,3.0,10.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,14.0,0.0,0.0
openmsx.csv,7.0,7.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,17.0,0.0,0.0
pnotepad.csv,3.0,22.0,0.0,3.0,2.0,0.0,1.0,4.0,0.0,17.0,0.0,0.0
quark.csv,0.0,59.0,0.0,1.0,80.0,71.0,0.0,158.0,0.0,0.0,57.0,0.0
tango-cs.csv,0.0,59.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,11.0,0.0,0.0
xcsoar.csv,0.0,10.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0
