,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,proftp.csv,echongl.csv,tycho.csv,xpontus.csv,unicase.csv,uclmda.csv
echongl.csv,900.5,99.0,393.5,98.5,289.5,99.0,97.5,197.5,0.0,3238.5,99.0,2.5
ivatamasks.csv,1101.5,99.0,195.5,98.5,98.5,76.5,97.5,197.5,97.5,5099.5,99.0,198.0
orc.csv,517.0,99.0,295.0,98.5,98.5,98.5,97.5,63.5,0.0,2033.5,99.0,89.5
plato.csv,1101.5,99.0,293.5,98.5,98.5,99.0,97.5,197.5,97.5,4613.5,99.0,198.0
proftp.csv,62.5,97.5,196.0,98.5,94.5,98.5,97.5,97.5,0.0,1392.0,99.0,0.0
tycho.csv,725.0,99.0,97.5,98.5,288.5,99.0,95.5,197.5,97.5,2533.0,99.0,198.0
uclmda.csv,112.0,55.5,1749.0,0.0,426.0,179.5,84.5,60.5,94.5,505.0,72.5,99.0
umber.csv,177.0,99.0,393.5,98.5,98.5,99.0,97.5,98.5,77.5,3591.0,99.0,198.0
unicase.csv,443.5,99.0,392.5,98.5,98.5,99.0,97.5,97.5,97.5,3829.0,99.0,99.0
vienna-add-in.csv,634.5,98.5,294.5,98.5,289.5,99.0,238.0,98.5,95.5,2366.5,99.0,98.5
wpdev.csv,1101.5,99.0,393.5,98.5,98.5,99.0,97.5,197.5,97.5,5129.0,99.0,198.0
