,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.99,0.75,0.89,0.92,0.91,0.89,0.98,0.95,0.88,0.64,0.67
cubefs.csv,0.62,0.37,0.95,0.53,0.47,0.71,0.47,0.49,0.53,0.52,0.56
iaml.csv,0.56,0.75,0.51,0.47,0.54,0.62,0.57,0.68,0.39,0.47,0.4
ivataopenportal.csv,0.62,0.72,0.94,0.63,0.88,0.58,0.69,0.78,0.88,0.6,0.77
mb-unit.csv,0.49,0.46,0.45,0.45,0.43,0.42,0.49,0.48,0.4,0.36,0.36
mvdsv.csv,0.0,0.0,0.0,0.0,0.83,0.0,0.8,0.0,0.0,0.0,0.0
nova.csv,0.61,0.69,0.59,0.53,0.54,0.68,0.59,0.48,0.57,0.41,0.5
olex2.csv,0.52,0.8,0.57,0.65,0.59,0.85,0.69,0.49,0.44,0.5,0.53
openwbem.csv,0.64,0.65,0.53,0.45,0.36,0.46,0.51,0.58,0.45,0.46,0.57
xcmetadataservicestoolkit.csv,0.46,0.44,0.42,0.47,0.36,0.43,0.41,0.52,0.35,0.41,0.36
