,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.57,0.64,0.54,0.6,0.9,0.72,0.47,0.53,0.41,0.62,0.48,0.52,0.51,0.6,0.51,0.6,0.65,0.62
arm-webradio.csv,0.68,0.73,0.5,0.64,0.4,0.59,0.93,0.87,0.52,0.57,0.8,0.74,0.75,0.46,0.56,0.62,0.75,0.71
bwapi.csv,0.54,0.55,0.43,0.48,0.45,0.42,0.46,0.49,0.84,0.66,0.37,0.39,0.4,0.46,0.42,0.56,0.47,0.61
co-ode-owl-plugins.csv,0.8,0.92,0.8,0.98,0.93,0.67,0.0,0.94,0.92,0.86,0.0,0.96,0.95,0.97,0.83,0.89,0.75,0.89
firebreath.csv,0.51,0.53,0.49,0.6,0.47,0.6,0.66,0.51,0.42,0.55,0.44,0.49,0.47,0.49,0.51,0.61,0.56,0.57
frogatto.csv,0.5,0.5,0.45,0.7,0.38,0.53,0.37,0.51,0.4,0.63,0.38,0.37,0.37,0.52,0.49,0.55,0.62,0.51
gretl.csv,0.42,0.47,0.44,0.51,0.4,0.45,0.36,0.41,0.38,0.41,0.43,0.44,0.48,0.45,0.4,0.46,0.44,0.45
jasperreports.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.96,0.0,0.0,0.0,0.0
konversation.csv,0.0,0.93,0.92,0.94,0.89,0.83,0.94,0.67,0.67,0.86,0.67,0.97,0.98,0.98,0.9,0.0,0.91,0.9
linuxsh.csv,0.93,0.91,0.75,0.97,0.82,0.94,0.75,0.9,0.58,0.87,0.67,0.9,0.96,0.99,0.94,0.92,0.92,0.0
moviesandbox.csv,0.62,0.6,0.65,0.76,0.49,0.92,0.83,0.95,0.78,0.55,0.75,0.61,0.92,0.76,0.67,0.67,0.91,0.55
ontomorphtab.csv,0.43,0.54,0.46,0.51,0.39,0.42,0.44,0.42,0.43,0.41,0.4,0.51,0.53,0.52,0.39,0.53,0.51,0.56
opengs.csv,0.68,0.8,0.86,0.7,0.38,0.93,0.75,0.96,0.62,0.6,0.5,0.63,0.68,0.73,0.87,0.94,0.9,0.5
scite-ru.csv,0.47,0.77,0.53,0.59,0.39,0.49,0.67,0.77,0.6,0.55,0.73,0.49,0.66,0.5,0.51,0.51,0.57,0.64
tokratan.csv,0.0,0.0,0.94,0.92,0.0,0.91,0.0,0.0,0.86,0.92,0.0,0.0,0.0,0.94,0.75,0.67,0.9,0.91
vrjuggler.csv,0.65,0.94,0.95,0.98,0.93,0.59,0.94,0.57,0.56,0.65,0.94,0.83,0.95,0.92,0.89,0.75,0.9,0.78
wxcode.csv,0.0,0.0,0.5,0.8,0.0,0.75,0.83,0.5,0.67,0.67,0.0,0.91,0.89,0.98,0.86,0.5,0.86,0.86
xuggle.csv,0.63,0.85,0.72,0.98,0.46,0.92,0.65,0.68,0.51,0.59,0.92,0.64,0.62,0.65,0.78,0.7,0.81,0.69
