,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.54,0.26,0.13,0.16,0.16,0.28,0.47,0.2,0.51,0.2,0.23,0.54,0.98,0.08,0.52,0.52,0.12,0.56
arm-webradio.csv,0.48,0.43,0.4,0.27,0.69,0.53,0.11,0.39,0.5,0.26,0.0,0.62,0.44,0.23,0.49,0.48,0.1,1.0
bwapi.csv,0.46,0.23,0.24,0.24,0.62,0.54,0.35,0.17,0.36,0.09,0.36,0.76,0.67,0.18,0.69,1.0,0.07,0.35
co-ode-owl-plugins.csv,0.15,0.17,0.12,0.18,0.31,0.03,0.0,1.0,0.15,0.17,0.0,0.29,0.26,0.16,0.14,0.14,0.0,0.23
firebreath.csv,0.68,0.31,0.24,0.19,0.73,0.97,0.48,0.28,0.58,0.16,0.31,0.81,0.74,0.07,0.72,0.71,0.17,0.42
frogatto.csv,0.43,0.14,0.32,0.2,0.64,0.52,0.48,0.18,0.54,0.43,0.26,0.68,0.57,0.13,0.99,0.31,0.26,0.57
gretl.csv,0.75,0.26,0.26,0.2,0.72,0.52,0.54,0.28,0.56,0.2,0.3,0.99,0.71,0.14,0.66,0.82,0.12,0.48
jasperreports.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.01,0.07,0.98,0.0,0.0,0.0,0.0
konversation.csv,0.06,0.23,1.0,0.16,0.19,0.06,0.16,0.1,0.07,0.18,0.0,0.24,0.42,0.25,0.26,0.02,0.33,0.36
linuxsh.csv,0.28,1.0,0.38,0.21,0.39,0.21,0.0,0.0,0.45,0.19,0.0,0.1,0.23,0.01,0.46,0.09,0.21,0.0
moviesandbox.csv,0.46,0.39,0.24,0.3,0.96,0.36,0.07,0.6,0.35,0.21,0.1,0.54,0.35,0.11,0.53,0.32,0.33,0.45
ontomorphtab.csv,1.0,0.3,0.25,0.23,0.7,0.55,0.47,0.22,0.54,0.25,0.32,0.58,0.57,0.14,0.7,0.54,0.17,0.61
opengs.csv,0.52,0.29,0.54,0.35,0.65,0.22,0.08,0.1,0.99,0.14,0.0,0.42,0.39,0.21,0.27,0.09,0.0,0.0
scite-ru.csv,0.71,0.33,0.29,0.29,0.69,0.49,0.9,0.33,0.51,0.18,0.24,0.68,0.51,0.1,0.62,0.86,0.4,0.36
tokratan.csv,0.0,0.0,0.21,0.03,0.04,0.3,0.0,0.11,0.21,0.93,0.0,0.0,0.0,0.09,0.1,0.05,0.0,0.0
vrjuggler.csv,0.55,0.22,0.0,0.16,0.34,0.42,0.16,0.32,0.35,0.21,1.0,0.05,0.27,0.07,0.36,0.42,0.3,0.36
wxcode.csv,0.0,0.0,0.29,0.16,0.0,0.09,0.15,0.1,0.04,0.22,0.0,0.14,0.16,0.06,0.33,0.03,1.0,0.24
xuggle.csv,0.6,0.19,0.4,0.92,0.56,0.17,0.34,0.32,0.56,0.11,0.14,0.38,0.58,0.02,0.33,0.29,0.29,0.31
