,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.43,0.45,0.25,0.46,0.11,0.23,0.62,0.39,0.69,0.47,0.31,0.4,0.95,0.27,0.53,0.4,0.29,0.6
arm-webradio.csv,0.43,0.73,0.67,0.72,0.68,0.47,0.1,0.44,0.57,0.67,0.0,0.49,0.36,0.96,0.47,0.37,0.29,1.0
bwapi.csv,0.31,0.45,1.0,0.85,0.66,0.83,0.52,0.28,0.24,0.13,0.94,0.68,0.69,0.62,0.69,1.0,0.29,0.66
co-ode-owl-plugins.csv,0.09,0.18,0.08,0.17,0.2,0.02,0.0,1.0,0.09,0.2,0.0,0.17,0.16,0.19,0.08,0.09,0.0,0.14
firebreath.csv,0.77,0.82,0.83,0.72,0.77,0.97,0.57,0.72,0.83,0.6,0.75,0.81,0.91,0.69,0.83,0.68,0.71,1.0
frogatto.csv,0.31,0.18,0.83,0.48,0.59,0.48,0.71,0.28,0.57,0.6,0.5,0.55,0.49,0.65,1.0,0.2,0.71,0.8
gretl.csv,0.94,0.82,1.0,0.87,0.89,0.87,0.95,0.89,0.89,1.0,0.56,0.99,0.86,1.0,0.83,0.87,0.57,0.74
jasperreports.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.01,0.03,0.96,0.0,0.0,0.0,0.0
konversation.csv,0.03,0.27,1.0,0.11,0.11,0.03,0.14,0.06,0.04,0.13,0.0,0.15,0.31,0.35,0.17,0.01,0.43,0.23
linuxsh.csv,0.2,1.0,0.25,0.2,0.27,0.13,0.0,0.0,0.43,0.33,0.0,0.06,0.15,0.04,0.33,0.05,0.29,0.0
moviesandbox.csv,0.31,0.73,0.5,0.46,0.93,0.25,0.05,0.67,0.26,0.47,0.06,0.39,0.25,0.38,0.42,0.2,0.43,0.49
ontomorphtab.csv,1.0,0.64,0.75,0.87,0.82,0.75,0.81,0.5,0.72,0.93,0.56,0.44,0.52,0.69,0.78,0.42,0.57,0.54
opengs.csv,0.4,0.27,0.58,0.48,0.61,0.13,0.05,0.11,0.98,0.4,0.0,0.27,0.26,0.81,0.19,0.05,0.0,0.0
scite-ru.csv,0.86,0.36,0.58,0.67,0.91,0.73,0.9,0.44,0.54,0.67,0.31,0.53,0.44,0.92,0.61,0.92,1.0,0.77
tokratan.csv,0.0,0.0,0.25,0.02,0.02,0.28,0.0,0.06,0.15,0.87,0.0,0.0,0.0,0.08,0.06,0.02,0.0,0.0
vrjuggler.csv,0.54,0.27,0.0,0.2,0.23,0.47,0.14,0.72,0.31,0.6,1.0,0.03,0.17,0.23,0.28,0.31,0.57,0.49
wxcode.csv,0.0,0.0,0.17,0.09,0.0,0.05,0.1,0.06,0.02,0.13,0.0,0.08,0.09,0.08,0.19,0.02,1.0,0.14
xuggle.csv,0.63,0.27,0.5,0.87,0.45,0.1,0.33,0.72,0.74,0.4,0.12,0.24,0.55,0.12,0.25,0.19,0.71,0.63
