,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.64,0.69,0.83,0.74,0.98,0.81,0.56,0.79,0.76,0.66,0.78,0.69,0.05,0.79,0.72,0.78,0.78,0.45
arm-webradio.csv,0.84,0.43,0.4,0.53,0.49,0.57,0.94,0.58,0.65,0.53,1.0,0.67,0.8,0.34,0.74,0.84,0.82,0.0
bwapi.csv,0.69,0.75,0.82,0.67,0.67,0.8,0.75,0.82,0.76,0.9,0.88,0.59,0.66,0.48,0.45,0.0,0.96,0.84
co-ode-owl-plugins.csv,0.92,0.84,0.92,0.83,0.81,0.98,1.0,0.0,0.91,0.81,1.0,0.83,0.85,0.81,0.92,1.03,1.0,0.86
firebreath.csv,0.89,0.71,0.71,0.76,0.49,0.04,0.54,0.73,0.76,0.81,0.88,0.98,0.88,0.99,0.54,0.89,0.68,0.98
frogatto.csv,0.73,0.87,0.49,0.66,0.52,0.57,0.58,0.8,0.57,0.43,0.8,0.58,0.62,0.57,0.03,0.88,0.46,0.41
gretl.csv,0.95,0.89,0.76,0.88,0.75,0.92,0.64,0.87,0.92,0.96,0.74,0.03,0.9,0.67,0.78,0.93,0.88,0.55
jasperreports.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93,1.0,0.99,0.97,0.04,1.0,1.0,1.0,1.0
konversation.csv,0.97,0.76,0.0,0.89,0.89,0.97,0.89,0.94,0.96,0.87,1.0,0.92,0.74,0.66,0.84,0.99,0.58,0.77
linuxsh.csv,0.89,0.0,0.75,0.81,0.74,0.87,1.0,1.01,0.66,0.72,1.0,0.95,0.88,1.0,0.68,0.97,0.73,1.0
moviesandbox.csv,0.69,0.48,0.61,0.58,0.07,0.76,0.96,0.35,0.76,0.65,0.94,0.67,0.81,0.69,0.61,0.83,0.58,0.57
ontomorphtab.csv,0.0,0.63,0.63,0.7,0.68,0.66,0.7,0.78,0.72,0.68,0.68,0.64,0.67,0.54,0.53,0.77,0.65,0.46
opengs.csv,0.65,0.74,0.42,0.54,0.52,0.87,0.95,0.92,0.02,0.8,1.0,0.73,0.75,0.38,0.84,0.99,1.01,1.0
scite-ru.csv,0.92,0.66,0.53,0.49,0.92,0.85,0.1,0.61,0.61,0.77,0.77,0.52,0.73,0.92,0.55,0.78,0.28,0.92
tokratan.csv,1.0,1.0,0.77,0.98,0.98,0.81,1.0,0.94,0.87,0.13,1.0,1.0,1.0,0.92,0.95,0.98,1.01,1.01
vrjuggler.csv,0.85,0.76,1.02,0.82,0.78,0.71,0.89,0.61,0.76,0.64,0.0,0.97,0.84,0.82,0.77,0.9,0.48,0.67
wxcode.csv,1.0,1.0,0.83,0.91,1.0,0.95,0.91,0.94,0.98,0.87,1.0,0.92,0.91,0.93,0.81,0.98,0.0,0.86
xuggle.csv,0.85,0.79,0.52,0.13,0.59,0.9,0.71,0.6,0.7,0.94,0.89,0.77,0.71,1.15,0.8,0.9,0.41,0.94
