,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.31,0.22,0.28,0.19,0.28,0.18,0.2,0.19,0.19,0.26,0.32,0.29
gamestone.csv,0.37,0.25,0.28,0.19,0.19,0.4,0.29,0.12,0.26,0.13,0.28,0.33
gbif-providertoolkit.csv,0.22,0.45,0.35,0.31,0.16,0.21,0.18,0.12,0.14,0.31,0.31,0.29
heekscad.csv,0.21,0.17,0.2,0.21,0.21,0.24,0.28,0.17,0.19,0.23,0.26,0.29
igarden.csv,0.18,0.23,0.32,0.17,0.31,0.18,0.32,0.44,0.27,0.19,0.22,0.24
levent.csv,0.44,0.4,0.33,0.28,0.32,0.32,0.36,0.36,0.15,0.29,0.23,0.38
lportal.csv,0.46,0.45,0.39,0.31,0.36,0.46,0.38,0.47,0.38,0.4,0.34,0.4
openmsx.csv,0.4,0.38,0.3,0.18,0.3,0.31,0.33,0.36,0.38,0.16,0.34,0.22
owlapi.csv,0.34,0.43,0.24,0.31,0.26,0.21,0.26,0.39,0.26,0.33,0.23,0.26
pnotepad.csv,0.22,0.37,0.29,0.3,0.32,0.32,0.26,0.42,0.38,0.32,0.34,0.34
quark.csv,0.14,0.35,0.13,0.31,0.31,0.46,0.37,0.3,0.34,0.38,0.26,0.29
xcsoar.csv,0.23,0.12,0.17,0.2,0.17,0.39,0.21,0.22,0.26,0.23,0.34,0.16
