,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.7,0.08,0.54,0.17,0.2,0.76,0.64,0.24,0.06,0.36,0.19,0.85
gamestone.csv,0.71,0.71,0.43,0.23,0.1,0.2,0.62,0.26,0.03,0.38,0.0,1.0
gbif-providertoolkit.csv,0.57,0.0,0.71,1.0,0.64,0.82,0.41,0.3,0.08,0.36,0.2,0.85
heekscad.csv,0.82,0.3,0.63,0.33,0.22,0.7,0.35,0.23,0.07,0.46,0.27,0.87
igarden.csv,0.93,0.07,0.88,0.5,0.17,0.86,0.41,0.09,0.04,0.45,0.35,0.89
levent.csv,0.64,0.07,0.48,0.34,0.22,0.8,0.37,0.22,0.12,0.41,0.32,0.81
lportal.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openmsx.csv,0.66,0.11,0.65,0.46,0.24,0.78,0.34,0.24,0.0,0.59,0.0,0.85
owlapi.csv,0.59,0.0,0.5,0.0,0.22,0.75,0.4,0.83,0.14,0.36,0.29,0.75
pnotepad.csv,0.8,0.17,0.49,0.31,0.17,0.72,0.39,0.14,0.04,0.36,0.2,0.9
quark.csv,0.8,0.67,0.88,1.0,0.5,0.0,0.5,0.27,0.11,0.67,0.75,0.75
xcsoar.csv,0.79,0.22,0.69,0.39,0.26,0.73,0.4,0.21,0.06,0.39,0.2,1.0
