,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.22,0.0,0.07,0.02,0.14,0.0,1.0,0.06,0.45,0.1,0.06,0.0
dvt.csv,0.35,0.99,0.55,0.98,0.43,0.17,0.33,0.28,0.33,0.78,0.44,0.55
flylinkdc.csv,0.97,0.11,0.03,0.21,0.29,0.56,0.19,0.44,0.09,0.27,0.33,0.45
fulguro.csv,0.19,0.67,0.55,0.19,0.33,0.12,0.38,0.44,0.01,0.04,0.03,0.82
fw4spl.csv,0.05,0.11,0.02,0.17,0.24,0.92,0.67,0.22,0.36,0.05,0.06,0.36
ipfire-wall.csv,0.16,0.3,0.16,0.19,0.1,0.19,0.19,1.0,0.0,0.14,0.28,0.36
jruby.csv,0.76,0.99,0.96,0.71,0.52,0.5,0.43,0.33,0.59,1.0,0.69,0.36
ldview.csv,0.49,0.59,0.3,0.33,0.95,0.42,0.14,0.39,0.39,0.3,0.5,0.55
nuttx.csv,0.62,0.82,0.98,0.71,0.19,0.77,0.33,0.39,0.98,0.85,0.67,0.73
oorexx.csv,0.49,0.27,0.49,0.38,0.57,0.73,0.24,0.67,0.33,0.55,0.97,0.55
uclmda.csv,0.62,0.76,0.8,0.6,0.43,0.79,0.24,0.61,1.0,0.31,0.08,0.55
vdsf.csv,1.0,0.86,0.9,0.86,1.0,0.88,1.0,0.83,0.99,0.94,1.0,0.82
