,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.5,0.0,0.72,0.5,0.21,0.0,1.0,0.2,1.0,0.8,0.67,0.0
dvt.csv,0.34,0.12,0.81,1.0,0.36,0.06,0.26,0.36,0.95,0.88,0.64,0.11
flylinkdc.csv,1.0,0.15,1.0,0.31,0.46,0.23,0.36,0.42,0.94,0.83,0.75,0.18
fulguro.csv,0.3,0.08,0.8,0.16,0.58,0.17,0.24,0.44,1.0,0.83,1.0,1.0
fw4spl.csv,0.14,0.38,1.0,0.11,0.29,1.0,0.37,0.24,0.95,0.75,0.4,0.16
ipfire-wall.csv,0.5,0.14,0.78,0.35,0.25,0.16,0.17,1.0,0.0,0.86,0.56,0.2
jruby.csv,0.25,0.09,0.82,0.36,0.44,0.13,0.25,0.4,0.99,0.99,0.6,0.2
ldview.csv,0.4,0.07,0.79,0.16,1.0,0.12,0.16,0.47,0.97,0.9,0.69,0.14
nuttx.csv,0.24,0.07,1.0,0.39,0.33,0.12,0.28,0.26,0.97,0.86,0.62,0.15
oorexx.csv,0.23,0.07,0.84,0.38,0.41,0.15,0.15,0.35,0.91,0.85,1.0,0.12
uclmda.csv,0.26,0.08,0.84,0.51,0.31,0.12,0.33,0.35,1.0,0.93,0.5,0.11
vdsf.csv,0.29,0.95,0.81,0.3,0.36,0.12,0.26,0.29,0.96,0.87,0.59,0.11
