,werx.csv,plog4u.csv,fm-classic.csv,openxava.csv,vars-redux.csv,tcvp.csv,jcl.csv
fm-classic.csv,0.25,0.0,0.5,0.33,0.48,0.0,0.18
jcl.csv,0.52,0.0,0.09,0.28,0.58,0.19,0.28
openxava.csv,0.11,0.0,0.05,0.36,0.5,0.34,0.11
tcvp.csv,0.0,0.0,0.0,0.0,0.04,0.4,0.0
vars-redux.csv,0.25,0.05,0.06,0.31,0.7,0.17,0.22
werx.csv,0.98,0.02,0.08,0.16,0.54,0.2,0.24
