,inkscape.csv,novembre.csv,ivef-sdk.csv,yaprm.csv,jaolt.csv,lphant.csv,jstock.csv,pi-qmc.csv,qedo.csv,oorexx.csv,jmule.csv
inkscape.csv,1.0,0.37,0.22,0.63,0.38,0.29,0.1,0.43,0.23,0.39,0.25
ivef-sdk.csv,0.72,0.51,1.0,0.66,0.47,0.07,0.13,0.57,0.19,0.72,0.31
jaolt.csv,0.72,0.46,0.07,0.6,0.99,0.65,0.37,0.38,0.19,0.65,0.49
jmule.csv,0.44,0.26,0.15,0.35,0.7,0.59,0.39,0.52,0.05,0.35,1.0
jstock.csv,0.22,0.17,0.05,0.0,0.21,0.32,1.0,0.22,0.1,0.28,0.58
lphant.csv,0.77,0.39,0.98,0.65,0.75,0.95,0.23,0.55,0.17,0.71,0.5
novembre.csv,0.26,0.97,0.21,0.34,0.44,0.08,0.25,0.4,0.04,0.24,0.15
oorexx.csv,0.67,0.43,0.18,0.51,0.68,0.54,0.45,0.54,0.29,0.97,0.58
pi-qmc.csv,0.54,0.44,0.13,0.31,0.59,0.62,0.3,0.98,0.08,0.4,0.59
qedo.csv,0.04,0.0,0.0,0.0,0.08,0.0,0.13,0.0,0.95,0.05,0.14
yaprm.csv,0.45,0.32,0.24,0.99,0.4,0.08,0.43,0.28,0.28,0.49,0.36
