,inkscape.csv,novembre.csv,ivef-sdk.csv,yaprm.csv,jaolt.csv,lphant.csv,jstock.csv,pi-qmc.csv,qedo.csv,oorexx.csv,jmule.csv
inkscape.csv,1.0,0.3,0.6,0.57,0.65,0.67,0.12,0.42,0.16,0.52,0.5
ivef-sdk.csv,0.63,0.38,1.0,0.52,0.74,0.17,0.09,0.47,0.11,0.62,0.33
jaolt.csv,0.67,0.32,0.19,0.5,1.0,0.59,0.26,0.31,0.11,0.57,0.52
jmule.csv,0.55,0.21,0.55,0.38,0.75,0.47,0.3,0.55,0.03,0.48,1.0
jstock.csv,0.5,0.25,0.2,0.0,0.69,0.56,1.0,0.6,0.11,0.86,0.79
lphant.csv,0.64,0.29,0.97,0.51,0.81,1.0,0.17,0.42,0.1,0.61,0.5
novembre.csv,0.7,1.0,0.89,0.56,0.91,0.33,0.27,0.75,0.03,0.43,1.0
oorexx.csv,0.6,0.31,0.26,0.48,0.7,0.47,0.3,0.44,0.18,0.95,0.49
pi-qmc.csv,0.58,0.38,0.5,0.57,0.79,0.58,0.25,1.0,0.05,0.58,0.71
qedo.csv,0.5,0.0,0.0,0.0,0.43,0.0,0.5,0.0,1.0,1.0,0.5
yaprm.csv,0.74,0.31,0.67,1.0,0.71,0.5,0.33,0.36,0.18,0.76,0.38
