,inkscape.csv,novembre.csv,ivef-sdk.csv,yaprm.csv,jaolt.csv,lphant.csv,jstock.csv,pi-qmc.csv,qedo.csv,oorexx.csv,jmule.csv
inkscape.csv,0.0,0.67,0.89,0.6,0.82,0.82,0.94,0.6,0.62,0.8,0.84
ivef-sdk.csv,0.68,0.54,0.0,0.8,0.73,0.97,1.04,0.42,0.63,0.77,0.86
jaolt.csv,0.57,0.66,1.05,0.78,0.01,0.43,0.68,0.67,0.63,0.84,0.64
jmule.csv,0.75,0.82,0.93,0.86,0.65,0.62,0.59,0.53,0.97,0.85,0.0
jstock.csv,0.88,0.88,1.01,1.01,0.89,0.78,0.0,0.86,0.91,0.83,0.55
lphant.csv,0.72,0.68,0.07,0.85,0.51,0.09,0.85,0.47,0.72,0.78,0.65
novembre.csv,0.84,0.07,0.88,0.78,0.72,0.96,0.79,0.73,0.95,0.89,0.92
oorexx.csv,0.7,0.68,1.2,0.74,0.8,0.61,0.66,0.47,0.39,0.08,0.69
pi-qmc.csv,0.7,0.57,0.94,0.8,0.62,0.46,0.71,0.05,0.89,0.76,0.53
qedo.csv,0.98,1.0,1.0,1.0,0.97,1.0,0.92,1.0,0.09,0.97,0.92
yaprm.csv,0.69,0.72,0.87,0.03,0.78,0.96,0.54,0.79,0.43,0.66,0.8
