,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.76,0.59,0.33,0.8,0.59,0.88,0.8
kftpgrabber.csv,0.67,0.85,0.51,0.55,0.67,0.76,0.69
kindb.csv,0.47,0.45,0.38,0.4,0.43,0.41,0.38
m-a-d-n-e-s-s.csv,0.85,0.64,0.38,0.55,0.75,0.73,0.65
netatalk.csv,0.6,0.57,0.35,0.5,0.67,0.63,0.46
quickfast.csv,0.43,0.38,0.43,0.39,0.39,0.37,0.37
wow-qrsk.csv,0.83,0.51,0.0,0.5,0.81,0.94,0.88
