,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.93,0.83,0.48,0.87,0.66,0.06,0.92
kftpgrabber.csv,0.6,0.69,0.61,0.03,0.59,0.77,0.81
kindb.csv,0.41,0.5,0.0,0.52,0.58,0.66,0.48
m-a-d-n-e-s-s.csv,0.59,0.0,0.53,0.62,0.86,0.78,0.73
netatalk.csv,0.56,0.67,0.45,0.53,0.03,0.68,0.57
quickfast.csv,0.65,0.69,0.76,0.42,0.61,0.67,0.02
wow-qrsk.csv,0.04,0.69,1.0,0.51,0.84,0.91,0.83
