,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.09,0.22,0.83,0.8,0.3,1.0,0.8
kftpgrabber.csv,0.38,0.62,0.74,1.0,0.33,0.2,0.62
kindb.csv,0.37,0.45,1.0,0.44,0.35,0.23,0.73
m-a-d-n-e-s-s.csv,0.59,1.0,1.0,0.55,0.5,0.27,0.76
netatalk.csv,0.4,0.43,0.95,0.58,0.93,0.32,0.81
quickfast.csv,0.22,0.34,0.71,0.51,0.36,0.24,1.0
wow-qrsk.csv,0.99,0.31,0.0,0.57,0.19,0.12,1.0
