,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.2,0.36,0.59,0.13,0.57,0.94,0.09
kftpgrabber.csv,0.42,0.32,0.76,0.97,0.64,0.29,0.21
kindb.csv,0.7,0.6,1.0,0.67,0.57,0.53,0.7
m-a-d-n-e-s-s.csv,0.41,1.0,0.47,0.4,0.14,0.24,0.28
netatalk.csv,0.46,0.36,0.56,0.5,1.0,0.35,0.45
quickfast.csv,0.68,0.84,0.88,0.83,0.93,0.71,0.98
wow-qrsk.csv,0.96,0.6,0.0,0.53,0.29,0.12,0.17
