,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.46,0.61,0.42,0.53,0.51,0.51,0.41,0.41,0.56,0.53,0.52,0.6,0.5,0.44,0.4
amateur-scrolls.csv,0.76,0.94,0.93,0.54,0.45,0.97,0.72,0.45,0.8,0.83,0.0,0.92,0.0,0.46,0.89
arianne.csv,0.53,0.48,0.45,0.42,0.52,0.48,0.4,0.42,0.42,0.44,0.46,0.43,0.38,0.41,0.38
bl-toolkit.csv,0.45,0.85,0.92,0.56,0.91,0.43,0.79,0.68,0.51,0.82,0.48,0.64,0.4,0.46,0.63
doomlegacy.csv,0.74,0.51,0.46,0.41,0.4,0.64,0.41,0.42,0.9,0.39,0.46,0.48,0.93,0.49,0.31
enlightenment.csv,0.52,0.47,0.64,0.42,0.43,0.37,0.35,0.42,0.42,0.44,0.48,0.4,0.37,0.39,0.36
fritzing.csv,0.54,0.6,0.47,0.57,0.47,0.73,0.53,0.39,0.48,0.5,0.53,0.49,0.6,0.73,0.95
gnukeda.csv,0.46,0.58,0.45,0.44,0.43,0.46,0.38,0.46,0.73,0.53,0.64,0.51,0.58,0.44,0.35
jlinalg.csv,0.49,0.74,0.8,0.5,0.52,0.5,0.45,0.59,0.71,0.7,0.62,0.51,0.63,0.47,0.38
knowledge.csv,0.43,0.51,0.4,0.41,0.47,0.47,0.38,0.42,0.44,0.47,0.48,0.5,0.41,0.47,0.34
massiv.csv,0.86,0.8,0.95,0.8,0.63,0.95,0.0,0.0,0.67,0.67,0.0,0.95,0.0,0.57,0.0
playerstage.csv,0.46,0.62,0.53,0.54,0.44,0.77,0.53,0.38,0.68,0.57,0.5,0.6,0.71,0.58,0.69
psycle.csv,0.38,0.45,0.39,0.44,0.42,0.42,0.35,0.39,0.5,0.41,0.43,0.4,0.37,0.39,0.33
superwaba.csv,0.46,0.45,0.41,0.38,0.45,0.47,0.54,0.36,0.43,0.38,0.66,0.42,0.34,0.35,0.32
wxcrp.csv,0.52,0.5,0.47,0.51,0.44,0.42,0.39,0.43,0.45,0.48,0.44,0.42,0.47,0.42,0.39
