,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.42,0.51,0.0,0.0,0.64,0.37,0.55,0.4,0.53,0.37,0.47,0.0
fityk.csv,0.59,0.52,0.41,0.42,0.55,0.48,0.7,0.44,0.41,0.36,0.36,0.46
hatari.csv,0.55,0.62,0.42,0.51,0.48,0.47,0.53,0.75,0.62,0.34,0.4,0.46
lmms.csv,0.69,0.47,0.6,0.48,0.53,0.49,0.54,0.48,0.62,0.45,0.52,0.46
mecat.csv,0.88,0.75,0.77,0.93,0.69,0.5,0.83,0.0,0.83,0.9,0.0,0.89
nullc.csv,0.57,0.5,0.47,0.47,0.51,0.52,0.97,0.42,0.5,0.58,0.88,0.72
oscarmcmaster.csv,0.56,0.48,0.57,0.46,0.48,0.37,0.44,0.46,0.46,0.4,0.43,0.55
superwaba.csv,0.46,0.38,0.41,0.44,0.5,0.38,0.5,0.48,0.32,0.32,0.33,0.49
tycho.csv,0.64,0.68,0.62,0.55,0.59,0.73,0.83,0.55,0.74,0.67,0.89,0.92
vienna-add-in.csv,0.5,0.55,0.61,0.57,0.51,0.59,0.57,0.56,0.91,0.43,0.89,0.67
voms.csv,0.57,0.59,0.45,0.51,0.61,0.52,0.78,0.57,0.52,0.45,0.77,0.47
wsmt.csv,0.8,0.93,0.69,0.95,0.9,0.62,0.0,0.89,0.5,0.95,0.67,0.71
