,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,1.0,0.53,1.0,1.0,0.52,0.82,0.91,1.0,0.76,0.8,0.48,1.0
fityk.csv,0.71,0.53,0.65,0.72,0.69,0.89,0.82,0.79,0.5,0.65,0.91,0.79
hatari.csv,0.43,0.81,0.91,0.72,0.76,0.7,0.69,0.91,0.74,0.92,0.67,0.69
lmms.csv,0.82,0.65,0.67,0.51,0.74,0.68,0.56,0.64,0.69,0.47,0.71,0.65
mecat.csv,0.8,0.92,0.69,0.9,0.79,0.99,0.89,1.0,0.86,0.12,1.0,0.92
nullc.csv,0.61,0.36,0.92,0.53,0.61,0.62,0.9,0.86,0.61,0.52,0.96,0.5
oscarmcmaster.csv,0.54,0.41,0.48,0.65,0.79,0.71,0.54,0.75,0.74,0.53,0.8,0.56
superwaba.csv,0.51,0.5,0.39,0.67,0.72,0.71,0.55,0.6,0.68,0.83,1.01,0.65
tycho.csv,0.56,0.62,0.54,0.58,0.61,0.72,0.89,0.31,0.68,0.75,0.59,0.6
vienna-add-in.csv,0.8,0.94,0.88,0.76,0.82,0.49,0.89,0.59,0.81,0.95,0.94,0.59
voms.csv,0.55,0.66,0.86,0.59,0.67,0.78,0.19,0.65,0.59,0.5,0.9,0.63
wsmt.csv,0.97,0.81,0.57,0.9,0.78,0.73,1.0,0.74,1.0,1.05,0.29,0.75
