,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.88,0.45,0.49,0.89,0.59,0.47
kmess.csv,0.42,0.61,0.67,0.52,0.66,0.48
minig.csv,0.67,0.65,0.55,0.54,0.93,0.41
ossbuild.csv,0.94,0.8,0.79,0.97,0.67,0.95
rezilla.csv,0.68,0.38,0.37,0.39,0.43,0.4
webdriver.csv,0.82,0.56,0.68,0.56,0.72,0.56
