,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.98,1.0,1.0,0.99,1.0,1.0
jahshaka.csv,0.64,1.0,0.7,0.4,0.2,0.8
jam-daq.csv,0.56,0.45,0.3,0.49,0.4,0.96
jatlas.csv,0.08,0.0,0.02,0.03,1.0,0.04
jedit.csv,0.97,0.82,0.6,0.68,0.4,0.58
open-media-library.csv,0.59,0.27,1.0,0.51,0.8,0.76
