,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.63,0.26,0.32,0.2,0.46,0.25,0.33,0.98,0.32,0.0,0.0,0.0,0.34,0.43,0.44,0.18,0.22,0.13
arsenal-1.csv,0.04,0.49,0.28,0.19,0.16,0.9,0.19,0.08,0.0,0.0,0.14,0.0,0.65,0.0,0.31,0.15,0.24,0.13
atomsite.csv,0.37,0.56,0.36,0.48,0.95,0.66,0.47,0.33,0.2,0.11,0.32,0.37,0.54,0.38,0.38,0.33,0.34,0.13
barracudamvc.csv,0.85,1.0,0.34,0.58,0.47,0.64,0.91,0.59,0.58,0.06,0.3,0.33,0.9,0.42,0.25,0.33,0.97,0.83
bionote.csv,0.0,0.17,0.0,0.2,0.0,0.07,0.21,0.21,0.18,0.0,0.0,0.0,0.02,0.08,1.0,0.19,0.24,0.09
bulmages.csv,0.04,0.38,0.24,0.0,0.16,0.13,0.04,0.0,0.0,0.21,0.0,0.95,0.06,0.25,0.0,0.19,0.07,0.04
fm-classic.csv,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04,0.0,0.0,0.06,0.0,0.0
hazelcast.csv,0.79,0.89,0.46,0.58,0.55,0.66,1.0,0.63,0.56,0.08,0.36,0.36,0.92,0.5,0.23,0.39,0.98,0.73
jppf-project.csv,0.9,0.86,0.34,0.56,0.47,0.64,0.83,0.56,0.34,0.06,0.3,0.35,1.0,0.43,0.21,0.4,0.82,0.85
megasquirtavr.csv,0.9,0.74,0.79,0.57,0.49,0.63,0.92,0.62,0.59,0.06,0.16,0.28,0.95,0.4,0.24,0.39,0.93,0.67
mevenide.csv,0.67,0.57,0.29,0.57,0.26,0.32,0.61,0.42,0.13,0.0,0.32,0.3,0.56,0.48,0.36,0.96,0.75,0.41
mumble.csv,0.62,0.49,0.29,0.56,0.33,0.45,0.38,0.46,0.44,0.0,0.13,0.33,0.34,0.96,0.4,0.14,0.24,0.19
mycila.csv,0.56,0.39,0.23,0.57,0.39,0.48,0.57,0.35,0.51,0.13,0.95,0.27,0.49,0.32,0.3,0.19,0.69,0.44
opengs.csv,0.69,0.51,0.37,0.36,0.42,0.57,0.6,0.57,0.97,0.08,0.11,0.06,0.35,0.44,0.5,0.39,0.84,0.41
openintents.csv,0.02,0.5,0.33,0.95,0.47,0.58,0.77,0.62,0.53,0.1,0.1,0.19,0.61,0.34,0.32,0.26,0.68,0.51
tweetsharp.csv,0.8,0.81,0.26,0.52,0.29,0.58,0.39,0.58,0.58,0.06,0.13,0.36,0.54,0.41,0.15,0.39,0.84,0.96
xharbour.csv,0.99,0.89,0.48,0.55,0.44,0.64,0.86,0.66,0.68,0.09,0.3,0.35,0.66,0.45,0.24,0.42,0.94,0.77
