,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.52,0.18,0.24,0.16,0.41,0.18,0.24,0.96,0.24,0.0,0.0,0.0,0.25,0.37,0.55,0.12,0.15,0.09
arsenal-1.csv,0.02,0.38,0.13,0.16,0.11,0.84,0.13,0.06,0.0,0.0,0.23,0.0,0.42,0.0,0.29,0.12,0.17,0.09
atomsite.csv,0.27,0.42,0.53,0.51,0.93,0.69,0.36,0.27,0.18,0.66,0.58,0.43,0.27,0.44,0.54,0.38,0.0,0.09
barracudamvc.csv,0.2,0.99,0.2,0.0,0.0,0.0,0.0,0.13,0.0,0.35,0.0,0.0,0.58,0.21,0.54,0.2,0.0,0.27
bionote.csv,0.0,0.12,0.0,0.16,0.0,0.05,0.15,0.17,0.13,0.0,0.0,0.0,0.01,0.05,1.0,0.17,0.17,0.06
bulmages.csv,0.02,0.28,0.24,0.0,0.11,0.09,0.02,0.0,0.0,0.69,0.0,0.92,0.04,0.35,0.0,0.2,0.04,0.02
fm-classic.csv,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.0,0.0,0.04,0.0,0.0
hazelcast.csv,0.68,0.0,0.62,0.24,0.67,0.68,1.0,0.49,0.49,0.05,0.6,0.61,0.0,0.7,0.41,0.47,0.98,0.48
jppf-project.csv,0.0,0.45,0.39,0.59,0.0,0.47,0.72,0.58,0.39,0.29,0.46,0.05,1.0,0.0,0.45,0.43,0.74,0.0
megasquirtavr.csv,0.0,0.56,0.7,0.13,0.09,0.13,0.67,0.64,0.05,0.41,0.32,0.5,0.0,0.57,0.0,0.59,0.0,0.37
mevenide.csv,0.56,0.39,0.28,0.64,0.3,0.26,0.43,0.4,0.09,0.0,0.44,0.28,0.42,0.64,0.72,0.94,0.65,0.32
mumble.csv,0.51,0.38,0.24,0.62,0.31,0.41,0.28,0.41,0.4,0.0,0.12,0.37,0.25,0.93,0.54,0.12,0.17,0.14
mycila.csv,0.45,0.3,0.42,0.62,0.4,0.5,0.46,0.31,0.55,0.78,1.0,0.45,0.36,0.28,0.43,0.24,0.0,0.35
opengs.csv,0.58,0.4,0.35,0.34,0.45,0.6,0.45,0.6,0.97,0.37,0.12,0.06,0.26,0.45,0.76,0.43,0.0,0.33
openintents.csv,0.01,0.39,0.24,0.93,0.59,0.6,0.68,0.67,0.57,0.37,0.12,0.28,0.5,0.36,0.7,0.28,0.58,0.42
tweetsharp.csv,0.7,0.64,0.29,0.52,0.38,0.56,0.29,0.56,0.35,0.36,0.23,0.62,0.35,0.42,0.39,0.5,0.76,0.94
xharbour.csv,0.99,0.0,0.69,0.48,0.58,0.0,0.0,0.68,0.76,0.43,0.0,0.3,0.54,0.63,0.48,0.46,0.0,0.66
