,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.26,0.05,0.01,0.12,0.11,0.03,0.0,0.0,0.05,0.07,0.14,0.0,0.0,0.06,0.12,0.01,0.0,0.07
arsenal-1.csv,0.0,0.35,0.97,0.18,0.02,0.0,0.3,0.06,0.05,0.18,0.4,0.0,0.75,0.0,0.06,0.08,0.0,0.07
atomsite.csv,0.11,0.65,0.79,0.36,0.0,0.52,0.1,0.1,0.22,0.72,0.5,0.18,0.88,0.28,0.17,0.24,1.0,0.13
barracudamvc.csv,0.95,0.05,0.95,1.0,1.0,1.0,1.0,0.97,1.0,0.88,1.0,1.0,0.75,0.95,0.79,0.95,1.0,0.93
bionote.csv,0.0,0.0,0.0,0.12,0.04,0.0,0.4,0.1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0
bulmages.csv,0.0,0.15,0.14,0.09,0.02,0.06,0.1,0.1,0.0,0.21,0.0,0.0,0.0,0.46,0.02,0.23,0.0,0.2
fm-classic.csv,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
hazelcast.csv,0.42,1.0,0.27,0.94,0.67,0.58,0.0,0.84,0.82,0.99,0.74,0.66,1.0,0.58,0.87,0.83,0.0,0.8
jppf-project.csv,1.0,0.85,0.19,0.7,1.0,0.84,0.4,0.71,0.68,0.91,0.83,0.99,0.0,1.0,0.83,0.86,0.0,1.0
megasquirtavr.csv,1.0,0.65,0.0,0.97,0.98,0.97,0.7,0.71,0.99,0.84,0.57,0.57,1.0,0.66,1.0,0.51,1.0,0.87
mevenide.csv,0.26,0.75,0.92,0.52,0.39,0.16,0.7,0.26,0.06,0.66,0.26,0.09,0.5,0.38,0.37,0.0,0.0,0.6
mumble.csv,0.26,0.4,0.05,0.48,0.17,0.23,0.0,0.16,0.17,0.13,0.1,0.18,0.0,0.0,0.15,0.12,0.0,0.33
mycila.csv,0.11,0.3,0.66,0.36,0.24,0.55,0.2,0.19,0.68,0.59,0.02,0.46,0.5,0.11,0.17,0.31,1.0,0.53
opengs.csv,0.16,0.35,0.08,0.27,0.26,0.58,0.6,0.35,0.01,0.29,0.19,0.15,0.12,0.15,0.19,0.19,1.0,0.27
openintents.csv,0.0,0.25,0.0,0.0,0.43,0.48,0.1,0.35,0.38,0.25,0.21,0.32,0.12,0.22,0.44,0.19,0.0,0.33
tweetsharp.csv,0.37,0.6,0.18,0.24,0.54,0.71,0.3,0.77,0.9,0.41,0.48,0.64,0.75,0.86,0.58,0.81,0.0,0.0
xharbour.csv,0.05,1.0,0.33,0.82,0.59,1.0,1.0,0.68,0.55,0.87,1.0,0.92,0.25,0.57,0.83,0.85,1.0,0.53
