,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,0.74,0.49,0.91,0.0,0.95,0.89,0.48,0.91
bibedt.csv,0.62,0.71,0.51,0.82,0.34,0.56,0.45,0.36
customwars.csv,0.4,0.32,0.45,0.36,0.54,0.45,0.56,0.29
impala.csv,0.95,0.62,0.52,0.49,0.94,0.69,0.82,0.92
massiv.csv,0.0,0.0,0.95,0.0,0.88,0.0,0.91,0.86
playerstage.csv,0.52,0.95,0.65,0.75,0.39,0.59,0.49,0.42
quarkplusplus.csv,0.54,0.93,0.56,0.53,0.53,0.52,0.6,0.47
xinity.csv,0.7,0.42,0.65,0.8,0.94,0.65,0.56,0.41
