,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,0.37,0.4,0.29,0.0,0.18,0.41,0.66,0.15
bibedt.csv,0.16,0.44,0.49,0.1,0.81,0.28,0.49,0.65
customwars.csv,0.42,0.48,0.37,0.44,0.29,0.16,0.33,0.85
impala.csv,0.16,0.52,0.61,0.78,0.12,0.56,0.25,0.23
massiv.csv,0.0,0.0,0.03,0.0,0.05,0.0,0.05,0.08
playerstage.csv,0.23,0.25,0.29,0.15,0.64,0.28,0.54,0.5
quarkplusplus.csv,0.2,0.23,0.45,0.29,0.38,0.31,0.48,0.38
xinity.csv,0.61,0.85,0.59,0.51,0.16,0.84,0.43,0.46
