,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,0.28,0.7,0.0,0.0,0.24,0.21,0.8,0.17
bibedt.csv,0.6,0.26,0.75,0.7,0.82,0.38,0.24,0.68
customwars.csv,0.55,0.69,0.25,0.7,0.41,0.25,0.36,0.71
impala.csv,0.14,0.46,0.5,0.9,0.29,0.33,0.6,0.17
massiv.csv,0.0,0.0,1.0,0.0,0.18,0.0,0.04,0.12
playerstage.csv,0.71,0.13,0.5,0.6,0.65,0.33,0.44,0.49
quarkplusplus.csv,0.53,0.07,1.0,0.5,0.65,0.62,0.24,0.49
xinity.csv,0.31,0.81,0.5,0.4,0.12,0.67,0.52,0.71
