,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,3.0,2.0,561.0,50.0,1.0,3.0,8.0,0.0
bibedt.csv,1.0,1.0,173.0,0.0,16.0,2.0,24.0,0.0
customwars.csv,6.0,1.0,187.0,0.0,0.0,3.0,7.0,0.0
impala.csv,1.0,2.0,169.0,2.0,1.0,3.0,3.0,0.0
massiv.csv,140.0,101.0,1.0,50.0,1.0,55.0,1.0,0.0
playerstage.csv,0.0,1.0,84.0,0.0,10.0,3.0,4.0,0.0
quarkplusplus.csv,0.0,0.0,112.0,0.0,1.0,1.0,7.0,0.0
xinity.csv,1.0,2.0,246.0,2.0,9.0,4.0,2.0,0.0
