,recall,precision,pf,cdom,bellwether
1,0.36,0.32,0.25,6.0,jmoney.csv
9,0.8,0.8,0.475,1.0,columba.csv
12,0.63,0.5,0.41,8.0,ppcboot.csv
25,0.395,0.315,0.235,3.0,retromenu.csv
30,0.73,0.44,0.25,17.0,ftm.csv
49,0.48,0.33,0.22,19.0,java-gnome.csv
22,0.915,0.915,0.64,1.0,magicwars.csv
23,0.48,0.8200000000000001,0.4,3.0,turbotrader-bos.csv
24,0.96,0.98,0.96,0.0,xmemcached.csv
