,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.3,0.83,1.0,0.92,0.85,0.93,0.99,0.91,0.95,1.0,1.0,0.88,1.0,1.0,1.0,1.0
calcubetimer.csv,0.35,0.17,0.22,0.96,0.2,0.63,0.04,0.82,1.0,0.0,0.91,0.42,0.55,0.18,0.26,0.26
chaosrts.csv,0.55,0.0,0.19,0.57,0.15,0.33,0.25,0.68,0.35,0.25,0.23,0.27,0.41,0.49,0.0,0.16
dxengine.csv,0.0,0.0,0.07,0.31,0.7,0.49,0.71,0.38,0.12,1.0,0.0,0.42,0.22,0.51,0.52,0.16
freedom-erp.csv,0.55,0.0,0.85,0.14,0.05,0.1,0.0,0.54,0.03,0.25,0.33,0.1,0.78,0.0,0.63,0.79
joustsim.csv,0.5,1.0,0.37,0.78,0.2,0.81,0.15,0.42,0.85,0.25,0.43,0.08,0.59,0.91,0.63,0.05
jsidplay2.csv,0.5,0.17,0.52,0.37,0.25,0.29,0.23,0.78,0.15,1.0,0.91,0.77,0.49,0.21,0.22,0.74
madman.csv,0.6,0.0,0.22,0.31,0.75,0.67,0.81,0.66,0.13,0.75,0.04,0.82,0.27,0.36,0.93,0.58
mclient-mume.csv,0.25,0.83,0.15,0.67,0.15,0.19,0.58,0.0,0.43,0.0,0.03,0.0,0.35,0.68,0.22,0.16
primefaces.csv,1.0,0.83,1.0,0.98,0.6,0.7,0.82,1.0,1.0,0.75,0.33,0.92,1.0,1.0,0.26,0.95
reaper3d.csv,0.4,0.5,0.07,0.29,0.35,0.32,0.04,0.14,0.18,0.0,0.39,0.07,0.16,0.33,0.59,0.11
sblim.csv,0.45,0.17,0.7,0.88,0.05,0.2,0.01,0.09,1.0,0.0,0.11,0.13,0.84,0.2,0.26,0.05
sevenupdate.csv,1.0,0.0,0.7,0.94,0.95,0.98,0.95,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0
springside.csv,0.8,0.83,0.37,0.55,0.55,0.25,0.3,0.49,0.27,0.25,0.23,0.3,0.47,0.69,0.78,0.58
swtfox.csv,0.25,0.17,0.37,0.37,0.5,0.26,0.79,0.15,0.45,0.5,0.37,0.18,0.29,0.64,0.44,0.26
tmva.csv,1.0,1.0,0.7,0.55,0.9,0.81,0.58,0.75,0.25,0.75,1.0,1.0,0.49,0.7,0.78,0.95
