,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.45,0.5,0.39,0.48,0.47,0.47,0.47,0.4,0.51,0.42,0.31,0.53,0.41,0.37,0.33,0.42
calcubetimer.csv,0.6,0.59,0.86,0.44,0.41,0.41,0.8,0.35,0.45,0.44,0.3,0.35,0.7,0.95,0.59,0.57
chaosrts.csv,0.4,0.86,0.52,0.62,0.76,0.77,0.45,0.4,0.63,0.46,0.83,0.4,0.48,0.47,0.67,0.48
dxengine.csv,0.91,0.67,0.67,0.46,0.77,0.64,0.68,0.67,0.72,0.95,0.0,0.82,0.53,0.46,0.56,0.91
freedom-erp.csv,0.47,0.8,0.43,0.88,0.64,0.91,0.0,0.52,0.88,0.37,0.35,0.78,0.39,0.0,0.4,0.43
joustsim.csv,0.41,0.45,0.42,0.44,0.76,0.43,0.71,0.46,0.5,0.48,0.77,0.67,0.44,0.39,0.3,0.88
jsidplay2.csv,0.53,0.62,0.89,0.88,0.38,0.96,0.87,0.43,0.95,0.44,0.31,0.53,0.65,0.82,0.89,0.44
madman.csv,0.57,0.86,0.55,0.44,0.66,0.59,0.6,0.46,0.54,0.73,0.86,0.59,0.43,0.49,0.37,0.54
mclient-mume.csv,0.57,0.59,0.5,0.44,0.86,0.64,0.71,0.0,0.53,0.8,0.5,0.0,0.6,0.49,0.94,0.74
primefaces.csv,0.35,0.42,0.39,0.4,0.4,0.41,0.47,0.36,0.44,0.39,0.34,0.47,0.4,0.37,0.44,0.38
reaper3d.csv,0.6,0.39,0.75,0.42,0.39,0.46,0.86,0.93,0.62,0.88,0.39,0.86,0.78,0.5,0.42,0.86
sblim.csv,0.71,0.55,0.38,0.41,0.77,0.62,0.0,0.89,0.47,0.88,0.76,0.53,0.45,0.95,0.44,0.87
sevenupdate.csv,0.32,0.58,0.41,0.41,0.48,0.44,0.48,0.36,0.44,0.42,0.31,0.48,0.42,0.37,0.33,0.38
springside.csv,0.32,0.41,0.42,0.39,0.39,0.5,0.45,0.39,0.41,0.35,0.45,0.4,0.37,0.36,0.31,0.38
swtfox.csv,0.89,0.74,0.44,0.59,0.67,0.85,0.56,0.91,0.63,0.87,0.97,0.91,0.63,0.54,0.78,0.97
tmva.csv,0.31,0.44,0.74,0.51,0.42,0.55,0.43,0.42,0.51,0.44,0.31,0.49,0.47,0.35,0.31,0.37
