,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.42,0.38,0.65,0.22
emftriple.csv,0.24,0.12,0.37,0.15
fluent-nhibernate.csv,0.45,0.48,0.18,0.14
gpsmid.csv,0.21,0.91,0.31,0.56
