,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.25,0.11,0.18,0.0,0.12,0.35,0.36,0.68,0.38,0.5,0.47,0.34,0.39,0.41,0.56,0.45,0.27
checker-framework.csv,0.38,0.25,0.18,0.11,0.13,0.27,0.46,0.44,0.71,0.4,0.51,0.27,0.39,0.46,0.8,0.48,0.22
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.04,0.0,0.0,0.0,0.91
ctrlr.csv,0.17,0.23,0.08,0.11,0.27,0.14,0.13,0.05,0.18,0.2,0.31,0.25,0.14,0.62,0.19,0.12,0.0
fontforge.csv,0.42,0.26,0.18,0.12,0.21,0.37,0.26,0.52,0.47,0.7,0.5,0.35,0.41,0.35,0.79,0.5,0.2
gusanos.csv,0.38,0.26,0.18,0.14,0.24,0.44,0.0,0.47,0.43,0.15,0.52,0.39,0.29,0.42,0.83,0.52,0.31
jvcl.csv,0.36,0.26,0.29,0.1,0.19,0.42,0.11,0.46,0.5,0.15,0.34,0.0,0.2,0.0,0.4,0.33,0.14
kwave.csv,0.34,0.25,0.19,0.11,0.12,0.44,0.44,0.41,0.36,0.58,0.46,0.34,0.42,0.28,0.82,0.5,0.18
liferea.csv,0.39,0.34,0.08,0.07,0.1,0.48,0.24,0.33,0.31,0.37,0.28,0.3,0.36,0.25,0.3,0.5,0.0
lockss.csv,0.48,0.21,0.22,0.11,0.2,0.41,0.32,0.42,0.54,0.59,0.53,0.48,0.32,0.11,0.54,0.52,0.14
magicwars.csv,0.35,0.27,0.19,0.11,0.13,0.37,0.36,0.42,0.38,0.61,0.71,0.31,0.39,0.42,0.82,0.5,0.19
psrchive.csv,0.37,0.48,0.08,0.11,0.08,0.35,0.2,0.45,0.33,0.48,0.27,0.28,0.22,0.08,0.6,0.57,0.2
pydev.csv,0.4,0.36,0.18,0.1,0.15,0.37,0.4,0.42,0.47,0.61,0.37,0.36,0.42,0.26,0.49,0.66,0.21
sarasvati.csv,0.48,0.34,0.07,0.1,0.28,0.25,0.44,0.19,0.3,0.19,0.41,0.17,0.41,0.38,0.4,0.4,0.0
stuproa-cims.csv,0.37,0.0,0.2,0.06,0.0,0.0,0.38,0.31,0.42,0.6,0.36,0.14,0.55,0.0,0.0,0.38,0.13
thout.csv,0.52,0.2,0.06,0.05,0.12,0.37,0.37,0.43,0.33,0.61,0.44,0.33,0.39,0.42,0.7,0.43,0.16
zact.csv,0.21,0.16,0.04,0.24,0.15,0.29,0.21,0.11,0.12,0.23,0.34,0.2,0.25,0.46,0.28,0.25,0.0
