,0,1,2,3,4,5
qtractor.csv,[0.83],[0.94],[0.0],[0.94],[0.62],[0.94]
oppna-program-hsatools.csv,[0.72],[1.0],[0.0],[1.0],[0.86],[1.0]
acegisecurity.csv,[0.56],[0.37],[0.59],[0.37],[0.49],[0.37]
customsagetv.csv,[0.73],[0.94],[0.5],[0.94],[0.2],[0.94]
openxava.csv,[0.8],[0.29],[0.51],[0.29],[0.7],[0.29]
botsnscouts.csv,[0.91],[0.72],[0.71],[0.72],[0.71],[0.72]
google-caja.csv,[0.12],[0.0],[0.83],[0.0],[0.83],[0.0]
freebios.csv,[0.0],[0.68],[0.29],[0.68],[0.45],[0.68]
tktoolkit.csv,[0.55],[0.0],[0.52],[0.0],[0.41],[0.0]
mbse.csv,[0.74],[0.2],[0.0],[0.2],[0.0],[0.2]
gebr.csv,[0.69],[0.78],[0.69],[0.78],[0.69],[0.78]
flexpay.csv,[0.38],[0.0],[0.48],[0.0],[0.46],[0.0]
bnetd.csv,[0.0],[0.68],[0.5],[0.68],[0.56],[0.68]
gabel.csv,[0.45],[0.0],[0.32],[0.0],[0.87],[0.0]
mpgravity.csv,[0.38],[0.38],[0.0],[0.38],[0.0],[0.38]
vars-redux.csv,[0.79],[0.7],[0.71],[0.7],[0.71],[0.7]
jam-daq.csv,[0.63],[0.5],[0.0],[0.5],[0.62],[0.5]
haphazard.csv,[0.35],[0.37],[0.62],[0.37],[0.62],[0.37]
httpcontentparser.csv,[0.24],[0.0],[0.38],[0.0],[0.8],[0.0]
vrjuggler.csv,[0.79],[0.0],[0.79],[0.0],[0.45],[0.0]
myfaces.csv,[0.81],[0.15],[0.84],[0.15],[0.84],[0.15]
wow-qrsk.csv,[0.56],[0.0],[0.68],[0.0],[0.8],[0.0]
bacnet.csv,[0.72],[0.29],[0.0],[0.29],[0.0],[0.29]
gretl.csv,[0.53],[0.0],[0.58],[0.0],[0.0],[0.0]
empserver.csv,[0.0],[0.94],[0.0],[0.94],[0.0],[0.94]
plplot.csv,[0.71],[0.71],[0.91],[0.71],[0.71],[0.71]
mycila.csv,[0.62],[0.56],[0.0],[0.56],[0.0],[0.56]
ogrehg.csv,[0.63],[0.45],[0.7],[0.45],[0.57],[0.45]
alleg.csv,[0.6],[0.68],[0.44],[0.68],[0.0],[0.68]
k3b.csv,[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
chaperon.csv,[0.0],[1.0],[0.0],[1.0],[0.88],[1.0]
unbvision.csv,[0.36],[0.38],[0.59],[0.38],[0.59],[0.38]
genecys.csv,[0.86],[0.86],[0.73],[0.86],[0.73],[0.86]
openmalaria.csv,[0.67],[0.6],[0.65],[0.6],[0.56],[0.6]
bibedt.csv,[0.88],[0.0],[0.0],[0.0],[0.0],[0.0]
yarp0.csv,[0.62],[0.56],[1.0],[0.56],[0.54],[0.56]
tmva.csv,[0.32],[0.35],[0.32],[0.35],[0.57],[0.35]
azureus.csv,[0.66],[0.0],[0.38],[0.0],[0.51],[0.0]
bulmages.csv,[0.86],[0.0],[0.45],[0.0],[0.45],[0.0]
ctrlr.csv,[0.91],[0.54],[0.0],[0.54],[nan],[0.54]
rodin-b-sharp.csv,[0.67],[0.78],[0.52],[0.78],[0.57],[0.78]
ppcboot.csv,[0.45],[0.61],[0.64],[0.61],[0.27],[0.61]
clamav.csv,[0.68],[0.56],[0.29],[0.56],[0.83],[0.56]
motu.csv,[0.56],[1.0],[0.0],[1.0],[0.0],[1.0]
gnupdate.csv,[0.98],[0.0],[0.36],[0.0],[0.0],[0.0]
customwars.csv,[0.71],[0.0],[0.59],[0.0],[0.36],[0.0]
libtorrent.csv,[0.64],[0.0],[0.43],[0.0],[0.62],[0.0]
fceugc.csv,[0.0],[0.0],[0.35],[0.0],[0.35],[0.0]
minig.csv,[0.53],[0.0],[0.49],[0.0],[0.53],[0.0]
iaml.csv,[0.56],[0.73],[0.41],[0.73],[0.29],[0.73]
jppf-project.csv,[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
anaxagora.csv,[0.35],[0.37],[0.63],[0.37],[0.68],[0.37]
ipfire-wall.csv,[0.0],[0.0],[0.0],[0.0],[0.0],[0.0]
sumatrapdf.csv,[0.97],[0.92],[0.87],[0.92],[0.56],[0.92]
gwanted.csv,[0.74],[0.72],[0.32],[0.72],[0.0],[0.72]
cubefs.csv,[0.0],[0.61],[0.49],[0.61],[0.26],[0.61]
moving-pictures.csv,[0.95],[0.95],[0.95],[0.95],[0.77],[0.95]
alsa.csv,[0.54],[0.0],[0.42],[0.0],[0.45],[0.0]
nodal.csv,[0.62],[0.45],[0.0],[0.45],[0.0],[0.45]
monetdb.csv,[0.55],[0.24],[0.55],[0.24],[0.6],[0.24]
xemeiah.csv,[0.6],[0.55],[0.58],[0.55],[0.46],[0.55]
riff-evolve.csv,[0.56],[0.46],[0.62],[0.46],[0.56],[0.46]
owlapi.csv,[0.87],[0.0],[0.83],[0.0],[0.67],[0.0]
