,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.58,0.3,0.98,0.73,0.75,0.19,0.38,0.6,0.37,0.44,0.77,1.0,0.83,0.61,0.46,0.96,0.89,0.88
bigdata.csv,0.43,0.2,0.27,0.5,0.15,0.07,0.75,0.39,0.31,0.04,0.16,0.1,0.28,0.63,0.46,0.4,0.24,0.17
chaperon.csv,0.43,0.7,0.25,0.6,0.08,0.49,0.75,0.54,0.01,0.4,0.01,0.06,0.21,0.58,0.57,0.35,0.39,0.38
e-bio-flow.csv,0.58,0.33,0.29,0.12,0.62,0.07,0.62,0.39,0.23,0.12,0.67,0.33,0.56,0.79,0.62,0.52,0.37,0.14
exist.csv,0.71,0.7,0.98,0.92,0.6,0.18,0.75,0.27,0.91,0.84,0.71,0.65,0.59,0.77,0.24,0.73,0.86,0.67
freedom-erp.csv,0.45,0.0,0.12,0.69,0.06,0.18,0.75,0.01,0.03,0.08,0.33,0.06,0.16,0.0,0.22,0.0,0.01,0.01
geotools.csv,0.82,0.27,0.77,0.79,0.27,0.47,0.12,0.72,0.57,0.2,0.76,0.06,0.29,0.73,0.38,0.18,0.59,0.32
jaxlib.csv,0.29,0.7,0.31,0.04,0.73,0.24,0.0,0.18,0.37,0.68,0.17,0.33,0.65,0.12,0.24,0.69,0.43,0.8
jppf-project.csv,0.75,0.93,0.58,0.83,0.88,0.89,0.12,0.6,0.92,0.92,0.8,0.75,0.78,0.65,0.73,0.98,0.69,0.54
matrex.csv,0.17,0.4,0.33,0.27,0.02,0.31,0.25,0.01,0.15,0.08,0.2,0.04,0.24,0.03,0.22,0.41,0.16,0.16
mediate.csv,0.06,0.43,0.52,0.62,0.23,0.63,0.38,0.38,0.83,0.32,0.83,0.24,0.42,0.32,0.46,0.33,0.61,0.59
nunit.csv,0.48,0.47,0.56,0.44,0.15,0.07,0.0,0.74,0.08,0.64,0.23,0.16,0.23,0.38,0.35,0.88,0.24,0.33
octet.csv,0.78,1.0,0.67,0.94,0.42,0.39,0.5,0.89,0.63,0.16,0.93,0.16,0.35,0.25,0.73,0.99,0.26,0.1
pokenetonline.csv,0.95,1.0,0.87,0.9,0.94,0.94,0.88,1.0,1.0,0.36,0.97,0.51,0.85,0.85,0.95,0.93,0.76,0.74
reaper3d.csv,0.09,0.17,0.29,0.38,0.21,0.55,0.5,0.39,0.35,0.2,0.69,0.43,0.23,0.37,0.51,0.2,0.47,0.33
simplewebservices.csv,0.85,0.97,0.58,1.0,0.79,0.98,1.0,0.68,0.79,0.88,1.0,0.41,0.7,0.98,0.92,0.33,0.44,0.58
stajistics.csv,0.51,0.2,0.54,0.9,0.19,0.27,0.75,0.86,0.59,0.08,0.96,0.08,0.46,0.7,0.57,0.48,0.69,0.28
swtfox.csv,0.17,0.93,0.19,0.1,0.73,0.66,0.38,0.67,0.91,0.8,0.23,0.57,0.61,0.67,0.7,0.74,0.5,0.74
