,f1,g,recall,precision,pf,wins
bloodycore.csv,0.20500000000000002,0.15,0.125,0.47,0.16,0
flylegacy.csv,0.51,0.535,0.71,0.44,0.6599999999999999,7
jguard.csv,0.56,0.58,0.725,0.48,0.625,8
m-a-d-n-e-s-s.csv,0.165,0.125,0.1,0.525,0.09,1
mob-sen-plat.csv,0.555,0.58,0.735,0.42,0.565,9
raygina.csv,0.395,0.49,0.485,0.46499999999999997,0.39,5
st-filteredstatistics.csv,0.505,0.535,0.785,0.41000000000000003,0.74,6
upp-mirror.csv,0.37,0.38,0.35,0.38,0.315,2
wishmaster.csv,0.35,0.375,0.355,0.485,0.32,3
yarp.csv,0.375,0.45999999999999996,0.435,0.5,0.405,4
