,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.75,0.92,0.7,0.5,0.85,0.94,0.96,0.96,0.92,0.84
flylegacy.csv,0.76,0.6,0.42,0.6,0.78,0.79,0.95,0.89,0.83,0.61
jguard.csv,0.77,0.65,0.7,0.73,0.66,0.46,0.95,0.51,0.9,0.67
m-a-d-n-e-s-s.csv,0.77,0.97,0.72,0.75,0.96,0.97,1.0,0.92,0.36,0.89
mob-sen-plat.csv,0.73,0.39,0.79,0.71,0.67,0.85,0.59,0.6,0.61,0.69
raygina.csv,0.36,0.97,0.8,0.76,0.77,0.79,0.65,0.75,0.48,0.67
st-filteredstatistics.csv,0.95,0.82,0.8,0.79,0.55,0.69,0.89,0.3,0.73,0.8
upp-mirror.csv,0.74,0.94,0.73,0.82,0.49,0.75,0.88,0.77,0.65,0.77
wishmaster.csv,0.74,0.88,0.73,0.72,0.62,0.88,0.54,0.9,0.56,0.76
yarp.csv,0.62,0.88,0.73,0.75,0.97,0.85,0.83,0.86,0.68,0.52
