,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.28,0.09,0.33,0.57,0.17,0.07,0.07,0.05,0.08,0.16
flylegacy.csv,0.84,0.67,0.73,0.57,0.48,0.7,0.93,0.72,0.96,0.52
jguard.csv,0.92,0.45,0.7,0.81,0.75,0.67,1.0,0.67,0.96,0.48
m-a-d-n-e-s-s.csv,0.24,0.03,0.33,0.26,0.05,0.03,0.0,0.08,0.68,0.12
mob-sen-plat.csv,0.88,0.76,0.84,0.43,0.67,0.73,0.57,0.74,0.92,0.44
raygina.csv,0.8,0.03,0.78,0.49,0.28,0.3,0.57,0.26,0.8,0.48
st-filteredstatistics.csv,1.0,0.18,0.81,0.81,0.61,0.37,0.93,0.74,0.88,0.76
upp-mirror.csv,0.32,0.06,0.57,0.2,0.67,0.3,0.14,0.38,0.44,0.6
wishmaster.csv,0.28,0.15,0.51,0.34,0.59,0.37,0.57,0.15,0.48,0.32
yarp.csv,0.44,0.12,0.75,0.43,0.03,0.63,0.29,0.23,0.6,0.64
