,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.44,0.5,0.81,0.29,0.61,0.33,0.06,0.5,0.33,0.67
flylegacy.csv,0.4,0.69,0.87,0.2,0.56,0.34,0.18,0.72,0.32,0.48
jguard.csv,0.41,0.68,0.76,0.17,0.66,0.53,0.19,0.84,0.31,0.43
m-a-d-n-e-s-s.csv,0.55,1.0,0.78,0.29,0.5,0.2,0.0,1.0,0.63,0.43
mob-sen-plat.csv,0.42,0.81,0.76,0.15,0.64,0.33,0.24,0.81,0.39,0.42
raygina.csv,0.61,0.5,0.74,0.14,0.62,0.31,0.21,0.91,0.43,0.43
st-filteredstatistics.csv,0.38,0.86,0.75,0.16,0.71,0.42,0.19,0.94,0.34,0.4
upp-mirror.csv,0.38,1.0,0.73,0.16,0.74,0.38,0.13,0.71,0.35,0.38
wishmaster.csv,0.47,0.5,0.73,0.18,0.67,0.24,0.29,0.6,0.5,0.38
yarp.csv,0.5,0.8,0.76,0.14,0.5,0.31,0.13,0.64,0.31,0.53
