,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,93.5,915.0,395.0,96.5,178.0,98.5,191.0,272.5,1620.0,476.5,192.0,115.0,94.5,98.5,438.5,96.5,97.5
blue-c.csv,410.5,758.5,494.0,96.5,517.5,98.5,579.0,566.0,777.0,98.5,197.5,192.0,197.5,98.5,464.0,194.0,97.5
factor.csv,168.0,278.5,95.5,91.5,185.0,90.5,550.0,278.5,67.0,60.5,98.5,66.5,79.5,64.5,371.0,505.0,82.5
fltk.csv,494.0,188.0,494.0,96.5,719.5,98.5,579.0,566.0,150.5,127.0,98.5,180.0,98.5,191.0,266.5,194.0,159.0
free-evolution.csv,93.5,858.0,296.5,96.5,372.0,98.5,189.0,272.5,2009.5,197.0,98.5,192.0,98.5,98.5,557.0,543.0,97.5
icescrum.csv,163.0,740.0,296.0,96.5,77.5,98.5,280.5,187.0,684.0,930.0,193.0,82.5,912.0,98.5,183.0,96.5,97.5
jbasic.csv,1258.5,1041.0,494.0,96.5,436.5,98.5,675.5,278.5,1651.5,197.0,197.5,54.5,59.0,197.5,1132.0,195.0,97.5
kvs.csv,236.5,941.5,196.5,0.0,372.0,98.5,92.5,86.5,1799.0,197.0,192.0,91.5,94.5,98.5,1271.5,96.5,625.5
monetdb.csv,240.5,275.5,296.0,93.5,0.0,93.5,121.0,77.5,500.0,119.5,289.5,192.0,98.5,94.5,267.5,84.5,97.5
phet.csv,1258.5,1115.5,193.0,93.5,463.5,287.5,191.0,204.5,1712.5,476.5,290.0,97.5,196.5,197.5,1315.0,897.5,941.0
projecteqemu.csv,110.5,188.0,394.0,96.5,224.0,98.5,387.0,285.5,366.0,359.5,98.5,164.0,31.5,191.0,85.5,96.5,97.5
repositorium.csv,1258.5,945.5,97.5,83.5,366.0,568.0,131.5,21.5,0.0,98.5,197.5,97.5,196.5,197.5,768.0,462.0,793.0
smarttag.csv,355.5,182.0,489.5,93.5,87.5,84.5,479.5,184.0,50.0,133.0,98.5,42.5,98.5,434.5,609.0,96.5,395.5
sumatrapdf.csv,1258.5,1046.0,494.0,96.5,1749.5,98.5,675.5,566.0,1237.0,98.5,197.5,192.0,197.5,98.5,930.5,292.5,97.5
voms.csv,82.0,664.0,493.0,86.5,279.5,98.5,714.0,477.0,469.5,251.0,98.5,189.0,98.5,191.0,302.0,96.5,97.5
vrjuggler.csv,1159.5,651.5,394.0,93.5,371.0,98.5,186.0,151.0,813.5,279.5,98.5,170.0,98.5,348.0,177.0,156.0,1022.5
wheat.csv,93.5,948.5,394.0,96.5,1530.5,272.5,92.5,91.5,975.0,378.0,98.5,192.0,95.5,328.0,748.0,362.5,172.0
