,ktc.csv,selenium.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,pcgen.csv,autoopencas.csv,omseek.csv
autoopencas.csv,0.29,0.29,0.12,0.12,0.33,0.17,0.38,0.37,0.0,0.17,0.4,0.67,0.1
bacula.csv,0.6,0.66,0.15,0.49,0.66,0.33,0.44,0.72,0.7,0.49,0.48,0.41,0.24
elmo.csv,0.2,0.22,0.22,0.11,0.38,0.26,0.25,0.31,0.14,0.22,0.54,0.12,0.2
jajuk.csv,0.62,0.67,0.13,0.57,0.79,0.34,0.44,0.62,0.78,0.52,0.63,0.44,0.24
ktc.csv,0.72,0.57,0.15,0.63,0.7,0.38,0.45,0.29,0.72,0.59,0.6,0.26,0.28
neoengine.csv,0.51,0.49,0.13,0.63,0.69,0.32,0.44,0.79,0.8,0.37,0.62,0.39,0.25
omseek.csv,0.42,0.43,0.0,0.27,0.52,0.43,0.25,0.04,0.47,0.37,0.42,0.0,0.39
pcgen.csv,0.6,0.69,0.15,0.55,0.66,0.25,0.42,0.59,0.8,0.45,0.64,0.42,0.22
rosegarden.csv,0.67,0.67,0.17,0.58,0.7,0.31,0.41,0.29,0.65,0.62,0.6,0.38,0.26
selenium.csv,0.69,0.69,0.13,0.58,0.7,0.38,0.46,0.52,0.68,0.54,0.53,0.4,0.32
vapor.csv,0.0,0.64,0.14,0.53,0.46,0.29,0.54,0.58,0.8,0.14,0.0,0.09,0.26
zorannt.csv,0.44,0.58,0.17,0.35,0.62,0.46,0.36,0.61,0.76,0.24,0.63,0.18,0.24
zscreen.csv,0.6,0.64,0.13,0.52,0.65,0.23,0.47,0.8,0.34,0.47,0.56,0.42,0.24
