,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,0.25,0.54,0.12,0.01,0.41,0.47,0.35,0.3,0.16,0.46,0.57,0.42
gmerlin.csv,0.15,0.14,0.06,0.07,0.06,0.28,0.0,0.08,0.09,0.2,0.1,0.06
google-gears.csv,0.71,0.32,0.55,0.71,0.39,0.31,0.53,0.03,0.43,0.46,0.4,0.39
gstreamer.csv,0.41,0.37,0.4,0.41,0.59,0.52,0.41,0.35,0.0,0.37,0.61,0.39
lportal.csv,0.44,0.16,0.75,0.16,0.17,0.0,0.53,0.51,0.72,0.61,0.2,0.48
metacosm.csv,0.16,0.0,0.11,0.08,0.09,0.26,0.18,0.11,0.09,0.13,0.17,0.03
mplayer-ce.csv,0.83,0.97,0.9,0.81,0.8,0.91,0.83,0.86,0.88,0.74,0.0,0.84
openmeetings.csv,0.2,0.0,0.08,0.12,0.12,0.21,0.18,0.14,0.1,0.17,0.31,0.26
qgis.csv,0.28,0.14,0.01,0.1,0.21,0.76,0.12,0.38,0.22,0.39,0.12,0.29
skia.csv,0.11,0.37,0.2,0.19,0.2,0.2,0.18,0.05,0.19,0.0,0.07,0.1
wxcrp.csv,0.0,0.5,0.08,0.1,0.32,0.74,0.18,0.22,0.08,0.26,0.4,0.68
yafdotnet.csv,0.56,0.46,0.84,0.48,0.01,0.62,0.55,0.7,0.41,0.65,0.59,0.42
