,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,0.55,0.55,0.65,0.02,0.61,0.54,0.77,0.71,0.6,0.66,0.72,0.61
gmerlin.csv,0.63,0.7,0.84,0.87,0.87,0.61,0.06,0.87,0.81,0.72,0.86,0.97
google-gears.csv,0.71,0.37,0.6,0.73,0.65,0.52,0.62,0.03,0.51,0.63,0.62,0.68
gstreamer.csv,0.61,0.46,0.56,0.59,0.63,0.59,0.72,0.57,0.04,0.64,0.71,0.47
lportal.csv,0.68,0.79,0.89,0.89,0.86,0.22,0.67,0.88,0.96,0.83,0.87,0.98
metacosm.csv,0.66,0.68,0.66,0.83,0.73,0.64,0.86,0.79,0.65,0.88,0.8,0.05
mplayer-ce.csv,0.83,0.97,0.9,0.83,0.85,0.92,0.85,0.9,0.9,0.74,0.05,0.88
openmeetings.csv,0.58,0.0,0.71,0.78,0.69,0.49,0.8,0.74,0.74,0.67,0.64,0.45
qgis.csv,0.64,0.65,0.06,0.8,0.67,0.77,0.79,0.68,0.63,0.52,0.81,0.47
skia.csv,0.59,0.69,0.83,0.77,0.75,0.71,0.68,0.84,0.71,0.04,0.91,0.86
wxcrp.csv,0.06,0.59,0.64,0.82,0.63,0.8,0.77,0.73,0.74,0.62,0.66,0.75
yafdotnet.csv,0.6,0.51,0.85,0.6,0.02,0.68,0.72,0.75,0.66,0.76,0.71,0.47
