,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,1.0,37.0,1.0,0.0,6.0,83.0,0.0,0.0,1.0,8.0,0.0,1.0
gmerlin.csv,1.0,3.0,0.0,0.0,0.0,85.0,0.0,1.0,1.0,5.0,0.0,1.0
google-gears.csv,0.0,11.0,0.0,0.0,8.0,28.0,2.0,0.0,2.0,0.0,0.0,0.0
gstreamer.csv,4.0,20.0,1.0,0.0,6.0,67.0,0.0,0.0,0.0,8.0,2.0,1.0
lportal.csv,0.0,10.0,0.0,1.0,2.0,0.0,8.0,0.0,4.0,5.0,0.0,1.0
metacosm.csv,2.0,0.0,0.0,0.0,2.0,76.0,1.0,0.0,1.0,6.0,6.0,0.0
mplayer-ce.csv,0.0,44.0,0.0,0.0,13.0,168.0,6.0,0.0,3.0,6.0,0.0,1.0
openmeetings.csv,4.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0
qgis.csv,5.0,7.0,0.0,0.0,0.0,221.0,2.0,0.0,0.0,1.0,0.0,0.0
skia.csv,1.0,19.0,9.0,1.0,0.0,54.0,4.0,0.0,1.0,0.0,0.0,3.0
wxcrp.csv,0.0,37.0,0.0,0.0,2.0,159.0,1.0,0.0,0.0,1.0,0.0,1.0
yafdotnet.csv,3.0,2.0,0.0,1.0,0.0,79.0,8.0,0.0,2.0,6.0,4.0,1.0
