,flylinkdc.csv,nuttx.csv,dvt.csv,utgb.csv,fw4spl.csv,proftp.csv,grisbi.csv,tcvp.csv,tart.csv,panda3d.csv,qmmp.csv,mesa3d.csv,skia.csv
dvt.csv,0.65,0.0,0.25,0.0,0.02,0.49,0.93,0.58,0.55,0.41,0.35,0.6,0.61
flylinkdc.csv,0.22,0.82,0.9,0.84,0.62,0.76,0.07,0.32,0.48,0.5,0.37,0.86,0.52
fw4spl.csv,0.56,0.33,0.38,0.48,0.25,0.51,0.29,0.65,0.34,0.34,0.06,0.58,0.63
grisbi.csv,0.84,1.0,0.8,0.84,0.97,0.73,0.14,0.82,0.8,0.71,0.89,0.53,0.76
mesa3d.csv,0.14,0.15,0.31,0.23,0.68,0.59,0.14,0.85,0.49,0.38,0.45,0.3,0.5
nuttx.csv,0.35,0.51,0.18,0.35,0.23,0.46,0.07,0.46,0.51,0.27,0.39,0.11,0.57
panda3d.csv,0.17,1.0,0.55,0.48,0.39,0.51,0.0,0.26,0.48,0.28,0.24,0.78,0.46
proftp.csv,0.07,0.03,0.07,0.39,0.04,0.27,0.07,0.0,0.08,0.19,0.03,0.0,0.2
qmmp.csv,0.51,0.64,0.47,0.58,0.89,0.35,0.36,0.92,0.66,0.39,0.19,0.75,0.57
skia.csv,0.35,0.33,0.31,0.42,0.33,0.54,0.29,0.04,0.35,0.32,0.61,0.23,0.24
tart.csv,0.48,0.15,0.54,0.68,0.68,0.84,0.5,0.95,0.22,0.21,0.44,0.03,0.5
tcvp.csv,0.07,0.0,0.01,0.03,0.07,0.0,0.0,0.24,0.12,0.05,0.0,0.01,0.24
utgb.csv,0.13,0.26,0.11,0.29,0.42,0.32,0.07,0.34,0.29,0.16,0.1,0.24,0.33
