aggregate_cyclomatic,aggregate_cyclomaticDensity,aggregate_halstead_bugs,aggregate_halstead_difficulty,aggregate_halstead_effort,aggregate_halstead_length,aggregate_halstead_operands_distinct,aggregate_halstead_operands_total,aggregate_halstead_operators_distinct,aggregate_halstead_operators_total,aggregate_halstead_time,aggregate_halstead_vocabulary,aggregate_halstead_volume,aggregate_line,aggregate_params,aggregate_sloc_logical,aggregate_sloc_physical,avg_function_cyclomatic,avg_function_cyclomaticDensity,avg_function_halstead_bugs,avg_function_halstead_difficulty,avg_function_halstead_effort,avg_function_halstead_length,avg_function_halstead_operands_distinct,avg_function_halstead_operands_total,avg_function_halstead_operators_distinct,avg_function_halstead_operators_total,avg_function_halstead_time,avg_function_halstead_vocabulary,avg_function_halstead_volume,avg_function_line,avg_function_params,avg_function_sloc_logical,avg_function_sloc_physical,file_count_dependencies,file_cyclomatic,file_effort,file_loc,file_maintainability,file_params,total_function_cyclomatic,total_function_cyclomaticDensity,total_function_halstead_bugs,total_function_halstead_difficulty,total_function_halstead_effort,total_function_halstead_length,total_function_halstead_operands_distinct,total_function_halstead_operands_total,total_function_halstead_operators_distinct,total_function_halstead_operators_total,total_function_halstead_time,total_function_halstead_vocabulary,total_function_halstead_volume,total_function_line,total_function_params,total_function_sloc_logical,total_function_sloc_physical,E001,E002,E003,E004,E005,E006,E007,E008,E009,E010,E011,E012,E013,E014,E015,E016,E017,E018,E019,E020,E021,E022,E023,E024,E025,E026,E027,E028,E029,E030,E031,E032,E033,E034,E035,E036,E039,E040,E041,E042,E043,E045,E046,E048,E049,E050,E052,E053,E054,E055,E056,E057,E058,E059,E060,E061,E062,E063,E064,E065,E066,W001,W002,W003,W004,W005,W006,W007,W008,W009,W010,W014,W016,W017,W018,W019,W020,W021,W022,W024,W025,W026,W027,W028,W030,W031,W032,W033,W034,W035,W036,W037,W038,W040,W042,W043,W044,W045,W046,W047,W048,W049,W050,W051,W052,W053,W054,W055,W056,W057,W058,W059,W060,W061,W062,W063,W064,W065,W066,W067,W068,W069,W070,W071,W072,W073,W074,W075,W076,W077,W078,W079,W080,W082,W083,W084,W085,W086,W087,W088,W089,W090,W093,W094,W095,W096,W097,W098,W101,W103,W104,W106,W107,W108,W109,W110,W112,W113,W114,W115,W116,W117,W118,W119,W120,W121,W122,W123,W124,W125,W126,W127,W128,W129,W130,W131,W132,W133,W134,W135,W136,W137,W138,W139,W140,W141,W142,W143,W144,W145,W146,W147,W148,BUGS
24,30.37974683544304,0.9435058358393452,38.253968253968246,108278.52687489627,444,63,241,20,203,6015.473715272015,83,2830.5175075180355,2,19,79,121,3.3,63.77380952380952,0.05763630499810801,8.124285714285714,1680.0017870752984,38.9,10.9,21.2,8.2,17.7,93.33343261529438,19.1,172.90891499432647,59.2,1.9,6.7,21.2,5,3.3,1680.0017870752984,6.7,114.51245443904966,1.9,33,637.7380952380953,0.576363049981082,81.24285714285712,16800.017870752985,389,109,212,82,177,933.3343261529437,191,1729.0891499432644,592,19,67,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4.7058823529411775,1.7336063868173361,23.90594059405941,124330.47389021164,764,101,439,11,325,6907.248549456202,112,5200.819160452009,2,21,85,213,1.1034482758620692,58.80952380952379,0.034653102450405995,2.3499887620830817,279.84736118613444,25.27586206896552,11.620689655172415,14.586206896551724,3.8620689655172415,10.689655172413792,15.547075621451906,15.482758620689655,103.95930735122157,112.24137931034485,0.7241379310344821,2.724137931034482,16.344827586206893,4,1.1034482758620692,279.84736118613444,2.724137931034482,135.47338045866886,0.7241379310344821,32,1705.4761904761906,1.004939971061797,68.1496741004094,8115.573474397896,733,337,423,112,310,450.8651930221054,449,3014.819913185425,3255,21,79,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9.30232558139535,0.7333398270379361,17.910447761194032,39403.33399009808,349,67,200,12,149,2189.0741105610045,79,2200.019481113809,2,10,43,95,1.2,70.22222222222221,0.027765027216636,2.137051282051282,202.36283857649627,21.2,10.066666666666666,12.266666666666667,3.4666666666666672,8.933333333333334,11.242379920916463,13.533333333333333,83.2950816499098,50.06666666666667,0.6666666666666661,2.4666666666666672,14.066666666666665,4,1.2,202.36283857649627,2.4666666666666672,138.17119599189408,0.6666666666666661,18,1053.3333333333333,0.41647540824954304,32.05576923076923,3035.442578647444,318,151,184,52,134,168.6356988137469,203,1249.4262247486467,751,10,37,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,28.947368421052637,0.8531116612533011,35.15,89960.62467916062,406,60,222,19,184,4997.81248217559,79,2559.334983759904,2,19,76,114,3.1,60.77380952380952,0.052527872992615014,7.088809523809522,1389.2892446515596,35.7,10.5,19.6,7.5,16.1,77.18273581397554,18.0,157.58361897784755,55.5,1.9,6.5,20.6,4,3.1,1389.2892446515596,6.5,115.66758959141735,1.9,31,607.7380952380953,0.525278729926153,70.88809523809523,13892.892446515596,357,105,196,75,161,771.8273581397552,180,1575.8361897784753,555,19,65,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5.970149253731343,1.3991815225436708,21.149425287356323,88775.65522346053,636,87,368,10,268,4931.980845747807,97,4197.544567631014,2,19,67,181,1.12,64.30769230769229,0.032460973782826,2.2281158155569907,240.74056677086307,24.2,11.12,14.08,3.64,10.12,13.374475931714613,14.76,97.38292134848051,97.16,0.76,2.44,15.44,4,1.12,240.74056677086307,2.44,137.7692442196928,0.76,28,1607.6923076923074,0.8115243445706619,55.70289538892478,6018.514169271577,605,278,352,91,253,334.3618982928653,369,2434.573033712013,2429,19,61,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,14.814814814814813,0.462442580106714,12.980769230769232,18008.581244540306,233,52,135,10,98,1000.4767358077949,62,1387.3277403201419,2,8,27,63,1.2727272727272718,85.9090909090909,0.022742990401642,1.8546370296370287,130.35694334995662,18.363636363636363,8.909090909090908,10.818181818181818,3.0,7.545454545454546,7.242052408330923,11.909090909090908,68.22897120492959,33.90909090909091,0.7272727272727271,1.9090909090909087,11.181818181818182,4,1.2727272727272718,130.35694334995662,1.9090909090909087,143.81282734685175,0.7272727272727271,14,945.0,0.250172894418071,20.401007326007324,1433.9263768495227,202,98,119,33,83,79.66257649164015,131,750.5186832542256,373,8,21,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,17.94871794871795,0.7079499169887831,35.05084745762712,74442.73364404085,335,59,188,22,147,4135.707424668936,81,2123.8497509663493,10,8,78,138,3.6,39.36190476190476,0.09875485546358502,9.453800261523376,4232.736588053142,60.4,14.6,34.2,8.0,26.2,235.1520326696191,22.6,296.26456639075815,78.0,1.6,14.2,31.6,4,3.6,4232.736588053142,14.2,99.16379967337208,1.6,18,196.80952380952382,0.493774277317929,47.26900130761688,21163.682940265717,302,73,171,40,131,1175.7601633480956,113,1481.322831953791,390,8,71,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3.278688524590164,4.5881536292522185,56.75294117647058,781173.6390886834,1822,170,1072,18,750,43398.53550492686,188,13764.460887756655,2,52,244,427,1.1228070175438591,44.56035923141185,0.045625549101194006,3.069471548567487,497.77164164740196,31.421052631578952,13.666666666666664,18.526315789473685,4.666666666666667,12.894736842105265,27.65398009152235,18.33333333333333,136.8766473035835,225.49122807017542,0.9122807017543851,4.175438596491228,19.491228070175442,4,1.1228070175438591,497.77164164740196,4.175438596491228,126.58132064822478,0.9122807017543851,64,2539.940476190476,2.600656298768058,174.95987826834678,28372.983573901914,1791,779,1056,266,735,1576.276865216774,1045,7801.968896304259,12853,52,238,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,18.181818181818183,0.6892133618006961,35.50877192982456,73419.36022550579,328,57,184,22,144,4078.853345861433,79,2067.64008540209,10,8,77,137,3.6,39.36190476190476,0.09812282396530402,9.565228832951943,4256.617206056408,60.2,14.4,34.0,8.0,26.2,236.47873366980042,22.4,294.3684718959136,77.0,1.6,14.2,31.6,3,3.6,4256.617206056408,14.2,99.14455864962021,1.6,18,196.80952380952382,0.490614119826521,47.82614416475973,21283.08603028204,301,72,170,40,131,1182.3936683490022,112,1471.842359479568,385,8,71,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,2.9787234042553186,4.430027047954043,55.1715976331361,733235.0093808905,1761,169,1036,18,725,40735.27829893836,187,13290.08114386213,2,48,235,415,1.1090909090909091,44.15043290043288,0.045646400582822,3.030849461338362,492.9800780758709,31.45454545454545,13.672727272727272,18.545454545454547,4.6,12.909090909090908,27.387782115326186,18.272727272727273,136.93920174846906,218.87272727272727,0.8727272727272719,4.163636363636364,19.527272727272727,4,1.1090909090909091,492.9800780758709,4.163636363636364,126.6630836153692,0.8727272727272719,61,2428.2738095238087,2.5105520320552404,166.6967203736099,27113.90429417289,1730,752,1020,253,710,1506.3280163429401,1005,7531.656096165799,12038,48,229,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
