aggregate_cyclomatic,aggregate_cyclomaticDensity,aggregate_halstead_bugs,aggregate_halstead_difficulty,aggregate_halstead_effort,aggregate_halstead_length,aggregate_halstead_operands_distinct,aggregate_halstead_operands_total,aggregate_halstead_operators_distinct,aggregate_halstead_operators_total,aggregate_halstead_time,aggregate_halstead_vocabulary,aggregate_halstead_volume,aggregate_line,aggregate_params,aggregate_sloc_logical,aggregate_sloc_physical,avg_function_cyclomatic,avg_function_cyclomaticDensity,avg_function_halstead_bugs,avg_function_halstead_difficulty,avg_function_halstead_effort,avg_function_halstead_length,avg_function_halstead_operands_distinct,avg_function_halstead_operands_total,avg_function_halstead_operators_distinct,avg_function_halstead_operators_total,avg_function_halstead_time,avg_function_halstead_vocabulary,avg_function_halstead_volume,avg_function_line,avg_function_params,avg_function_sloc_logical,avg_function_sloc_physical,file_count_dependencies,file_cyclomatic,file_effort,file_loc,file_maintainability,file_params,total_function_cyclomatic,total_function_cyclomaticDensity,total_function_halstead_bugs,total_function_halstead_difficulty,total_function_halstead_effort,total_function_halstead_length,total_function_halstead_operands_distinct,total_function_halstead_operands_total,total_function_halstead_operators_distinct,total_function_halstead_operators_total,total_function_halstead_time,total_function_halstead_vocabulary,total_function_halstead_volume,total_function_line,total_function_params,total_function_sloc_logical,total_function_sloc_physical,E001,E002,E003,E004,E005,E006,E007,E008,E009,E010,E011,E012,E013,E014,E015,E016,E017,E018,E019,E020,E021,E022,E023,E024,E025,E026,E027,E028,E029,E030,E031,E032,E033,E034,E035,E036,E039,E040,E041,E042,E043,E045,E046,E048,E049,E050,E052,E053,E054,E055,E056,E057,E058,E059,E060,E061,E062,E063,E064,E065,E066,W001,W002,W003,W004,W005,W006,W007,W008,W009,W010,W014,W016,W017,W018,W019,W020,W021,W022,W024,W025,W026,W027,W028,W030,W031,W032,W033,W034,W035,W036,W037,W038,W040,W042,W043,W044,W045,W046,W047,W048,W049,W050,W051,W052,W053,W054,W055,W056,W057,W058,W059,W060,W061,W062,W063,W064,W065,W066,W067,W068,W069,W070,W071,W072,W073,W074,W075,W076,W077,W078,W079,W080,W082,W083,W084,W085,W086,W087,W088,W089,W090,W093,W094,W095,W096,W097,W098,W101,W103,W104,W106,W107,W108,W109,W110,W112,W113,W114,W115,W116,W117,W118,W119,W120,W121,W122,W123,W124,W125,W126,W127,W128,W129,W130,W131,W132,W133,W134,W135,W136,W137,W138,W139,W140,W141,W142,W143,W144,W145,W146,W147,W148,BUGS
4,12.12121212121212,0.5169028677623579,20.0,31014.17206574153,253,54,135,16,118,1723.0095592078628,70,1550.7086032870768,1,9,33,70,1.23076923076923,66.88034188034189,0.024507762335091,2.755344655344655,372.08565486717833,19.076923076923077,6.9230769230769225,10.23076923076923,3.692307692307692,8.846153846153848,20.6714252703988,10.615384615384617,73.5232870052754,33.07692307692308,0.6923076923076921,2.384615384615384,11.923076923076925,0,1.23076923076923,372.08565486717833,2.384615384615384,136.6304254611842,0.6923076923076921,16,869.4444444444445,0.31860091035618904,35.81948051948052,4837.113513273319,248,90,133,48,115,268.7285285151844,138,955.8027310685803,430,9,31,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,15.384615384615385,0.33976289771739904,16.22093023255814,16533.81077845716,174,43,93,15,81,918.5450432476199,58,1019.2886931521975,1,7,26,50,1.2727272727272718,54.79797979797979,0.019216030481701,2.2691263282172365,277.19853076898517,15.363636363636365,6.0,8.272727272727273,3.181818181818181,7.090909090909091,15.39991837605473,9.181818181818182,57.6480914451058,27.72727272727273,0.6363636363636359,2.1818181818181808,8.727272727272727,0,1.2727272727272718,277.19853076898517,2.1818181818181808,139.06937392733334,0.6363636363636359,14,602.7777777777778,0.211376335298718,24.96038961038961,3049.1838384588373,169,66,91,35,78,169.39910213660204,101,634.1290058961638,305,7,24,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,13.888888888888891,0.5780762292334399,21.963636363636365,38089.96826803613,282,55,151,16,131,2116.109348224229,71,1734.2286877003205,1,10,36,81,1.307692307692307,73.29059829059828,0.027273494977584,3.032267732267732,399.024182911956,21.30769230769231,7.6923076923076925,11.461538461538463,4.0,9.846153846153848,22.168010161775328,11.692307692307693,81.82048493275306,38.0,0.7692307692307689,2.6153846153846154,14.461538461538463,0,1.307692307692307,399.024182911956,2.6153846153846154,134.88098305359378,0.7692307692307689,17,952.7777777777776,0.3545554347085921,39.41948051948052,5187.314377855428,277,100,149,52,128,288.1841321030793,152,1063.6663041257898,494,10,34,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,15.0,0.6415316224402391,24.88888888888889,47901.02780887125,314,54,168,16,146,2661.1682116039583,70,1924.59486732072,1,10,40,90,1.384615384615384,66.69719169719171,0.030713555010715,3.338211788211788,451.6381370277012,23.76923076923077,8.461538461538463,12.769230769230768,4.307692307692307,11.0,25.09100761265006,12.769230769230768,92.14066503214737,39.384615384615394,0.7692307692307689,2.9230769230769234,16.53846153846154,0,1.384615384615384,451.6381370277012,2.9230769230769234,132.64238268250708,0.7692307692307689,18,867.0634920634919,0.39927621513930106,43.396753246753256,5871.295781360115,309,110,166,56,143,326.1830989644508,166,1197.828645417916,512,10,38,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,17.543859649122805,1.656422760546416,39.48979591836735,196235.39030555,722,98,387,20,335,10901.966128086113,118,4969.26828163925,1,20,114,241,1.703703703703703,67.41760901891621,0.036072534050764,4.101142534604866,682.1223204567882,26.555555555555557,8.185185185185185,14.25925925925926,4.7407407407407405,12.296296296296294,37.895684469821575,12.925925925925926,108.21760215229419,121.07407407407408,0.74074074074074,4.148148148148148,24.592592592592588,0,1.703703703703703,682.1223204567882,4.148148148148148,125.51411570161585,0.74074074074074,46,1820.2754435107372,0.9739584193706332,110.73084843433139,18417.302652333285,717,221,385,128,332,1023.1834806851823,349,2921.8752581119434,3269,20,112,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,18.181818181818183,1.9666730963695958,43.33333333333333,255667.50252804745,847,105,455,20,392,14203.75014044708,125,5900.019289108788,1,21,132,278,1.7666666666666662,69.84788359788361,0.039642594812998005,3.9355330498808767,857.8630961609763,28.066666666666666,8.133333333333333,15.1,4.5,12.966666666666667,47.659060897832035,12.633333333333333,118.92778443899608,144.33333333333334,0.7000000000000001,4.333333333333333,26.566666666666666,0,1.7666666666666662,857.8630961609763,4.333333333333333,124.01424746712112,0.7000000000000001,53,2095.436507936508,1.189277844389942,118.06599149642628,25735.89288482928,842,244,453,135,389,1429.771826934961,379,3567.8335331698827,4330,21,130,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,15.568862275449105,2.6479473318476603,48.23703703703704,383187.400555377,1089,135,592,22,497,21288.18891974317,157,7943.841995542982,1,38,167,332,1.609756097560975,73.61054139686163,0.037596607021634,3.7396814232576068,783.4467212786067,26.439024390243897,8.073170731707316,14.390243902439025,4.439024390243904,12.048780487804878,43.524817848811495,12.51219512195122,112.78982106490484,169.21951219512198,0.9268292682926832,4.024390243902439,22.121951219512194,0,1.609756097560975,783.4467212786067,4.024390243902439,125.54418732781023,0.9268292682926832,66,3018.0321972713277,1.54146088788701,153.32693835356187,32121.31557242288,1084,331,590,182,494,1784.5175318012714,513,4624.382663661098,6938,38,165,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,15.950920245398773,2.601509581568775,48.5,378519.6441182568,1074,132,582,22,492,21028.86911768093,154,7804.528744706325,1,38,163,332,1.609756097560975,73.69392684610075,0.036814783021799004,3.7001830525653983,758.4365550335539,26.07317073170732,7.926829268292682,14.146341463414636,4.390243902439025,11.926829268292684,42.13536416853078,12.317073170731707,110.44434906539931,170.21951219512198,0.9268292682926832,3.9268292682926833,22.121951219512194,0,1.609756097560975,758.4365550335539,3.9268292682926833,126.05271145960005,0.9268292682926832,66,3021.4510006901314,1.5094061038937672,151.7075051551813,31095.898756375715,1069,325,580,180,489,1727.549930909762,505,4528.218311681371,6979,38,161,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,15.028901734104045,2.593635821474185,49.63602941176471,386213.3517542975,1064,136,587,23,477,21456.297319683195,159,7780.907464422555,1,39,173,337,1.595238095238095,73.0531097611843,0.0360916548109,3.784677870408502,789.7353784552013,25.214285714285715,8.095238095238095,13.928571428571427,4.523809523809524,11.285714285714285,43.874187691955626,12.61904761904762,108.27496443270373,171.83333333333337,0.9285714285714279,4.071428571428571,22.02380952380953,0,1.595238095238095,789.7353784552013,4.071428571428571,125.33067600583641,0.9285714285714279,67,3068.23060996974,1.5158495020578302,158.9564705571571,33168.88589511845,1059,340,585,190,474,1842.7158830621365,530,4547.548506173556,7217,39,171,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,15.025906735751295,2.918522048597924,52.37837837837838,458602.35650130635,1179,148,646,24,533,25477.908694517017,172,8755.566145793773,1,41,193,376,1.583333333333333,72.6256647227042,0.034953177538679006,3.779388107369625,812.7305982319963,24.45833333333333,7.916666666666668,13.416666666666664,4.583333333333333,11.041666666666664,45.151699901777576,12.5,104.85953261603856,187.6875,0.8541666666666661,3.979166666666666,22.02083333333333,0,1.583333333333333,812.7305982319963,3.979166666666666,125.60556747655895,0.8541666666666661,76,3486.031906689801,1.6777525218565916,181.41062915374198,39011.06871513582,1174,380,644,220,530,2167.2815952853234,600,5033.257565569851,9009,41,191,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
