aggregate_cyclomatic,aggregate_cyclomaticDensity,aggregate_halstead_bugs,aggregate_halstead_difficulty,aggregate_halstead_effort,aggregate_halstead_length,aggregate_halstead_operands_distinct,aggregate_halstead_operands_total,aggregate_halstead_operators_distinct,aggregate_halstead_operators_total,aggregate_halstead_time,aggregate_halstead_vocabulary,aggregate_halstead_volume,aggregate_line,aggregate_params,aggregate_sloc_logical,aggregate_sloc_physical,avg_function_cyclomatic,avg_function_cyclomaticDensity,avg_function_halstead_bugs,avg_function_halstead_difficulty,avg_function_halstead_effort,avg_function_halstead_length,avg_function_halstead_operands_distinct,avg_function_halstead_operands_total,avg_function_halstead_operators_distinct,avg_function_halstead_operators_total,avg_function_halstead_time,avg_function_halstead_vocabulary,avg_function_halstead_volume,avg_function_line,avg_function_params,avg_function_sloc_logical,avg_function_sloc_physical,file_count_dependencies,file_cyclomatic,file_effort,file_loc,file_maintainability,file_params,total_function_cyclomatic,total_function_cyclomaticDensity,total_function_halstead_bugs,total_function_halstead_difficulty,total_function_halstead_effort,total_function_halstead_length,total_function_halstead_operands_distinct,total_function_halstead_operands_total,total_function_halstead_operators_distinct,total_function_halstead_operators_total,total_function_halstead_time,total_function_halstead_vocabulary,total_function_halstead_volume,total_function_line,total_function_params,total_function_sloc_logical,total_function_sloc_physical,E001,E002,E003,E004,E005,E006,E007,E008,E009,E010,E011,E012,E013,E014,E015,E016,E017,E018,E019,E020,E021,E022,E023,E024,E025,E026,E027,E028,E029,E030,E031,E032,E033,E034,E035,E036,E039,E040,E041,E042,E043,E045,E046,E048,E049,E050,E052,E053,E054,E055,E056,E057,E058,E059,E060,E061,E062,E063,E064,E065,E066,W001,W002,W003,W004,W005,W006,W007,W008,W009,W010,W014,W016,W017,W018,W019,W020,W021,W022,W024,W025,W026,W027,W028,W030,W031,W032,W033,W034,W035,W036,W037,W038,W040,W042,W043,W044,W045,W046,W047,W048,W049,W050,W051,W052,W053,W054,W055,W056,W057,W058,W059,W060,W061,W062,W063,W064,W065,W066,W067,W068,W069,W070,W071,W072,W073,W074,W075,W076,W077,W078,W079,W080,W082,W083,W084,W085,W086,W087,W088,W089,W090,W093,W094,W095,W096,W097,W098,W101,W103,W104,W106,W107,W108,W109,W110,W112,W113,W114,W115,W116,W117,W118,W119,W120,W121,W122,W123,W124,W125,W126,W127,W128,W129,W130,W131,W132,W133,W134,W135,W136,W137,W138,W139,W140,W141,W142,W143,W144,W145,W146,W147,W148,BUGS
3,21.428571428571427,0.108110113517245,6.149999999999999,1994.6315943931727,69,20,41,6,28,110.81286635517624,26,324.3303405517354,1,2,14,21,3.0,27.27272727272727,0.073630743566355,5.7142857142857135,1262.2413182803791,52.0,14.0,32.0,5.0,20.0,70.1245176822433,19.0,220.89223069906643,4.0,2.0,11.0,18.0,2,3.0,1262.2413182803791,11.0,107.48041244066894,2.0,3,27.27272727272727,0.073630743566355,5.7142857142857135,1262.2413182803791,52,14,32,5,20,70.1245176822433,19,220.89223069906643,4,2,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15.384615384615385,0.11537651812938199,7.0,2422.9068807170324,72,21,42,7,30,134.60593781761293,28,346.1295543881475,1,2,13,18,2.0,20.0,0.08052581941761,6.6,1594.4112244686905,55.0,15.0,33.0,6.0,22.0,88.57840135937168,21.0,241.57745825283183,4.0,2.0,10.0,15.0,2,2.0,1594.4112244686905,10.0,108.31872909584943,2.0,2,20.0,0.08052581941761,6.6,1594.4112244686905,55,15,33,6,22,88.57840135937168,21,241.57745825283183,4,2,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,19.230769230769234,0.24713338933483506,11.0,8155.401848049567,135,35,77,10,58,453.077880447198,45,741.4001680045061,1,4,26,37,2.333333333333333,43.33333333333334,0.056221399024703,5.163636363636363,1366.7654279464625,38.0,10.333333333333334,22.0,5.0,16.0,75.93141266369238,15.333333333333336,168.66419707411092,10.333333333333334,1.333333333333333,7.333333333333332,12.666666666666664,2,2.333333333333333,1366.7654279464625,7.333333333333332,113.8346612120153,1.333333333333333,7,130.0,0.16866419707410998,15.490909090909092,4100.296283839388,114,31,66,15,48,227.79423799107707,46,505.99259122233263,31,4,22,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,16.0,0.23981091853972905,10.714285714285714,7708.208095919865,131,35,75,10,56,428.2337831066591,45,719.4327556191873,1,4,25,34,2.0,41.428571428571416,0.054471566383524,4.9159420289855085,1218.4183581265358,36.66666666666666,10.666666666666666,21.33333333333333,5.0,15.333333333333336,67.68990878480754,15.666666666666664,163.4146991505746,10.333333333333334,1.333333333333333,7.0,11.666666666666664,2,2.0,1218.4183581265358,7.0,115.01667540223059,1.333333333333333,6,124.28571428571428,0.16341469915057402,14.747826086956522,3655.255074379607,110,32,64,15,46,203.0697263544226,47,490.2440974517238,31,4,21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,11.627906976744184,0.47058228411681197,15.602040816326527,22026.132012692004,239,49,139,11,100,1223.6740007051112,60,1411.746852350436,7,21,43,106,1.4444444444444442,55.555555555555564,0.027882750238716003,3.826176292842959,410.83000867305054,21.0,8.666666666666666,12.666666666666664,5.111111111111111,8.333333333333334,22.82388937072503,13.777777777777779,83.64825071615016,58.111111111111114,2.333333333333333,3.777777777777777,13.111111111111109,5,1.4444444444444442,410.83000867305054,3.777777777777777,128.80124698003692,2.333333333333333,13,500.0,0.250944752148447,34.43558663558663,3697.4700780574544,189,78,114,46,75,205.41500433652527,124,752.8342564453516,523,21,34,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,14.285714285714285,0.501863984419037,19.627450980392155,29550.93225902687,250,51,143,14,107,1641.7184588348264,65,1505.5919532571136,1,9,49,68,2.2,50.07692307692307,0.06950505447877099,6.351428571428572,2310.9704274950172,43.4,11.6,25.0,5.8,18.4,128.38724597194545,17.4,208.51516343631585,27.6,1.8,8.4,13.8,4,2.2,2310.9704274950172,8.4,109.8519551492241,1.8,11,250.38461538461542,0.34752527239385805,31.75714285714286,11554.852137475087,217,58,125,29,92,641.9362298597273,87,1042.5758171815794,138,9,42,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,15.217391304347828,0.554069460941191,25.12,41754.674576528196,275,50,157,16,118,2319.704143140456,66,1662.2083828235748,10,19,46,120,1.666666666666666,56.16402116402116,0.034691512439824004,4.76158810325477,725.7951408974487,25.0,9.0,14.666666666666664,5.777777777777778,10.333333333333334,40.32195227208048,14.777777777777779,104.074537319476,67.8888888888889,2.1111111111111107,4.111111111111111,13.111111111111109,5,1.666666666666666,725.7951408974487,4.111111111111111,125.45222219877144,2.1111111111111107,15,505.4761904761903,0.312223611958423,42.85429292929293,6532.1562680770385,225,81,132,52,93,362.8975704487243,133,936.670835875284,611,19,37,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4.0540540540540535,0.9363744547300152,22.22297297297297,62427.072600142295,436,74,253,13,183,3468.1707000079055,87,2809.123364190046,1,18,74,128,1.153846153846153,42.9855966055061,0.044222852420961,3.310209235209235,730.6383584003697,30.384615384615387,11.846153846153848,17.615384615384613,4.461538461538462,12.769230769230768,40.591019911131674,16.307692307692307,132.6685572628846,67.38461538461539,1.384615384615384,5.0769230769230775,21.0,7,1.153846153846153,730.6383584003697,5.0769230769230775,122.0956579107139,1.384615384615384,15,558.8127558715794,0.5748970814724951,43.03272005772005,9498.29865920481,395,154,229,58,166,527.6832588447116,212,1724.6912444175,876,18,66,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3.0769230769230766,0.8854657170695519,20.695652173913047,54975.87147718788,419,69,238,12,181,3054.2150820659936,81,2656.3971512086573,1,18,65,112,1.076923076923076,47.094017094017104,0.041668433987308,3.098796264067757,498.4260430867763,29.07692307692308,12.0,16.46153846153846,4.538461538461538,12.615384615384615,27.690335727043138,16.53846153846154,125.00530196192652,62.30769230769231,1.384615384615384,4.384615384615385,20.923076923076927,7,1.076923076923076,498.4260430867763,4.384615384615385,125.79452736769758,1.384615384615384,14,612.2222222222222,0.541689641835007,40.28435143288085,6479.538560128092,378,156,214,59,164,359.9743644515608,215,1625.068925505045,810,18,57,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,13.461538461538463,0.570192352797115,22.641509433962263,38730.04660508708,281,53,160,15,121,2151.669255838171,68,1710.5770583913454,1,9,52,78,2.2,49.75862068965517,0.08194127220087401,6.981081081081082,3362.2010314074487,49.6,12.0,28.4,6.0,21.2,186.78894618930275,18.0,245.82381660262473,32.4,1.8,9.0,15.8,4,2.2,3362.2010314074487,9.0,107.45201586708271,1.8,11,248.79310344827587,0.40970636100437297,34.905405405405396,16811.005157037245,248,60,142,30,106,933.9447309465137,90,1229.1190830131234,162,9,45,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
