aggregate_cyclomatic,aggregate_cyclomaticDensity,aggregate_halstead_bugs,aggregate_halstead_difficulty,aggregate_halstead_effort,aggregate_halstead_length,aggregate_halstead_operands_distinct,aggregate_halstead_operands_total,aggregate_halstead_operators_distinct,aggregate_halstead_operators_total,aggregate_halstead_time,aggregate_halstead_vocabulary,aggregate_halstead_volume,aggregate_line,aggregate_params,aggregate_sloc_logical,aggregate_sloc_physical,avg_function_cyclomatic,avg_function_cyclomaticDensity,avg_function_halstead_bugs,avg_function_halstead_difficulty,avg_function_halstead_effort,avg_function_halstead_length,avg_function_halstead_operands_distinct,avg_function_halstead_operands_total,avg_function_halstead_operators_distinct,avg_function_halstead_operators_total,avg_function_halstead_time,avg_function_halstead_vocabulary,avg_function_halstead_volume,avg_function_line,avg_function_params,avg_function_sloc_logical,avg_function_sloc_physical,file_count_dependencies,file_cyclomatic,file_effort,file_loc,file_maintainability,file_params,total_function_cyclomatic,total_function_cyclomaticDensity,total_function_halstead_bugs,total_function_halstead_difficulty,total_function_halstead_effort,total_function_halstead_length,total_function_halstead_operands_distinct,total_function_halstead_operands_total,total_function_halstead_operators_distinct,total_function_halstead_operators_total,total_function_halstead_time,total_function_halstead_vocabulary,total_function_halstead_volume,total_function_line,total_function_params,total_function_sloc_logical,total_function_sloc_physical,E001,E002,E003,E004,E005,E006,E007,E008,E009,E010,E011,E012,E013,E014,E015,E016,E017,E018,E019,E020,E021,E022,E023,E024,E025,E026,E027,E028,E029,E030,E031,E032,E033,E034,E035,E036,E039,E040,E041,E042,E043,E045,E046,E048,E049,E050,E052,E053,E054,E055,E056,E057,E058,E059,E060,E061,E062,E063,E064,E065,E066,W001,W002,W003,W004,W005,W006,W007,W008,W009,W010,W014,W016,W017,W018,W019,W020,W021,W022,W024,W025,W026,W027,W028,W030,W031,W032,W033,W034,W035,W036,W037,W038,W040,W042,W043,W044,W045,W046,W047,W048,W049,W050,W051,W052,W053,W054,W055,W056,W057,W058,W059,W060,W061,W062,W063,W064,W065,W066,W067,W068,W069,W070,W071,W072,W073,W074,W075,W076,W077,W078,W079,W080,W082,W083,W084,W085,W086,W087,W088,W089,W090,W093,W094,W095,W096,W097,W098,W101,W103,W104,W106,W107,W108,W109,W110,W112,W113,W114,W115,W116,W117,W118,W119,W120,W121,W122,W123,W124,W125,W126,W127,W128,W129,W130,W131,W132,W133,W134,W135,W136,W137,W138,W139,W140,W141,W142,W143,W144,W145,W146,W147,W148,BUGS
82,43.85026737967914,3.343352174596638,45.526315789473685,456631.5206883303,1252,228,692,30,560,25368.41781601835,258,10030.056523789915,11,32,187,311,4.521739130434782,154.0995236647411,0.097709117663621,5.595465234183264,3767.585508097099,54.21739130434783,15.91304347826087,29.956521739130434,6.043478260869565,24.26086956521739,209.3103060053944,21.956521739130434,293.1273529908672,175.8695652173913,1.391304347826087,8.043478260869565,27.91304347826087,0,4.521739130434782,3767.585508097099,8.043478260869565,108.71726717206064,1.391304347826087,104,3544.289044289045,2.247309706263305,128.69570038621507,86654.46668623327,1247,366,689,139,558,4814.137038124071,505,6741.929118789945,4045,32,185,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,47.5609756097561,3.2555755582334065,53.78238341968912,525277.8387740328,1252,193,692,30,560,29182.10215411293,223,9766.72667470022,8,32,164,1,4.3478260869565215,157.70504857461378,0.097461462656433,5.525977959780456,3725.286312892801,54.21739130434783,15.782608695652176,29.956521739130434,5.956521739130436,24.26086956521739,206.96035071626667,21.73913043478261,292.3843879693015,8.0,1.391304347826087,7.043478260869565,1.0,0,4.3478260869565215,3725.286312892801,7.043478260869565,110.9156056470695,1.391304347826087,100,3627.216117216117,2.241613641097968,127.09749307495049,85681.58519653442,1247,363,689,137,558,4760.0880664741335,500,6724.840923293934,184,32,162,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,43.85026737967914,3.343352174596638,46.118421052631575,462570.3699458374,1252,228,701,30,551,25698.35388587986,258,10030.056523789915,11,32,187,309,4.521739130434782,154.0995236647411,0.097812507239124,5.623874325092356,3814.2886112212154,54.21739130434783,16.0,30.347826086956523,6.043478260869565,23.869565217391305,211.90492284562302,22.043478260869566,293.4375217173738,175.5217391304348,1.391304347826087,8.043478260869565,27.82608695652174,0,4.521739130434782,3814.2886112212154,8.043478260869565,108.67513335912956,1.391304347826087,104,3544.289044289045,2.249687666499856,129.34910947712416,87728.63805808795,1247,368,698,139,549,4873.81322544933,507,6749.062999499598,4037,32,185,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,50.0,3.3970971920589137,52.58955223880597,535955.4607262501,1299,201,729,29,570,29775.303373680563,230,10191.291576176744,8,31,158,1,4.545454545454546,176.9867774634108,0.105126529999161,6.013814359885767,3589.3001963995007,58.81818181818182,17.40909090909091,33.0,6.3181818181818175,25.818181818181817,199.4055664666389,23.72727272727273,315.37958999748747,8.0,1.4090909090909092,7.090909090909091,1.0,0,4.545454545454546,3589.3001963995007,7.090909090909091,110.92383419204168,1.4090909090909092,100,3893.709104195037,2.312783659981562,132.30391591748688,78964.60432078902,1294,383,726,139,568,4386.922462266057,522,6938.350979944724,176,31,156,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1.418439716312056,3.859738587306905,40.43010752688172,468148.9383314182,1512,186,940,16,572,26008.27435174545,202,11579.215761920716,1,0,141,140,1.083333333333333,23.352042424788326,0.22515725422263005,7.382834918581867,11494.471267778039,125.66666666666669,23.5,78.16666666666667,4.916666666666667,47.5,638.5817370987797,28.41666666666667,675.4717626678935,69.08333333333333,0.0,11.666666666666664,20.75,0,1.083333333333333,11494.471267778039,11.666666666666664,99.20676533469349,0.0,13,280.22450909746,2.7018870506715684,88.59401902298242,137933.65521333643,1508,282,938,59,570,7662.980845185357,341,8105.661152014722,829,0,140,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,43.09623430962343,3.9684174267865564,57.816,688314.0658412747,1459,250,803,36,656,38239.67032451526,286,11905.252280359671,8,34,239,389,5.25,122.58992977078086,0.110761927416604,6.917449651822281,4615.518478591417,60.66666666666666,17.416666666666668,33.416666666666664,7.0,27.25,256.4176932550788,24.41666666666667,332.2857822498136,182.54166666666663,1.416666666666666,9.875,35.75,0,5.25,4615.518478591417,9.875,104.66535146203094,1.416666666666666,126,2942.1583144987403,2.658286257998497,166.01879164373474,110772.44348619401,1456,418,802,168,654,6154.024638121891,586,7974.8587739955265,4381,34,237,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,47.596153846153854,3.8634053780611115,69.74413145539907,808349.5576589697,1455,213,803,37,652,44908.30875883165,250,11590.216134183334,1,34,208,1,5.083333333333333,147.3221468074409,0.110457867035717,6.687887536498482,4535.3135515829135,60.5,17.541666666666668,33.416666666666664,6.875,27.08333333333333,251.96186397682857,24.41666666666667,331.37360110715537,1.0,1.416666666666666,8.583333333333334,1.0,0,5.083333333333333,4535.3135515829135,8.583333333333334,107.00370436612343,1.416666666666666,122,3535.7315233785826,2.650988808857228,160.5093008759636,108847.52523798996,1452,421,802,165,650,6047.0847354438865,586,7952.966426571728,24,34,206,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,41.2751677852349,4.695390155048386,68.31889763779527,962351.6381167872,1721,254,938,37,783,53463.97989537706,291,14086.170465145158,8,43,298,464,5.206896551724138,104.5127526152555,0.106428031902919,7.5835669462889825,4453.588835313408,59.206896551724135,16.310344827586206,32.27586206896552,7.448275862068965,26.931034482758623,247.421601961856,23.75862068965517,319.28409570876056,286.27586206896547,1.482758620689655,10.20689655172414,34.06896551724138,1,5.206896551724138,4453.588835313408,10.20689655172414,104.25386085164313,1.482758620689655,151,3030.8698258424083,3.0864129251846713,219.9234414423805,129154.07622408884,1717,473,936,216,781,7175.226456893824,689,9259.238775554057,8302,43,296,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,46.31147540983606,4.533738177973451,89.22439024390243,1213560.073365547,1715,205,938,39,777,67420.00407586372,244,13601.214533920349,2,43,244,1,4.862068965517241,129.18937271878448,0.105940266296902,7.391967979662891,4358.405136201777,59.0,16.310344827586206,32.27586206896552,7.310344827586207,26.724137931034484,242.13361867787654,23.62068965517241,317.8207988907078,2.0,1.482758620689655,8.344827586206897,1.0,1,4.862068965517241,4358.405136201777,8.344827586206897,107.60653830373856,1.482758620689655,141,3746.4918088447503,3.072267722610162,214.36707141022384,126393.74894985155,1711,473,936,212,775,7021.8749416584205,685,9216.803167830529,58,43,242,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,41.975308641975296,5.192916523468608,70.60106382978724,1099876.2928084922,1871,282,1021,39,850,61104.23848936067,321,15578.749570405827,8,44,324,499,5.655172413793102,103.54315594083741,0.117315047807148,8.001768346897384,4794.437622002327,64.3793103448276,17.82758620689655,35.13793103448276,7.793103448275862,29.24137931034483,266.35764566679603,25.62068965517241,351.94514342144606,301.06896551724134,1.5172413793103439,11.10344827586207,36.3448275862069,1,5.655172413793102,4794.437622002327,11.10344827586207,102.61874216950524,1.5172413793103439,164,3002.7515222842853,3.402136386407297,232.0512820600241,139038.69103806748,1867,517,1019,226,848,7724.371724337085,743,10206.409159221936,8731,44,322,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
