aggregate_cyclomatic,aggregate_cyclomaticDensity,aggregate_halstead_bugs,aggregate_halstead_difficulty,aggregate_halstead_effort,aggregate_halstead_length,aggregate_halstead_operands_distinct,aggregate_halstead_operands_total,aggregate_halstead_operators_distinct,aggregate_halstead_operators_total,aggregate_halstead_time,aggregate_halstead_vocabulary,aggregate_halstead_volume,aggregate_line,aggregate_params,aggregate_sloc_logical,aggregate_sloc_physical,avg_function_cyclomatic,avg_function_cyclomaticDensity,avg_function_halstead_bugs,avg_function_halstead_difficulty,avg_function_halstead_effort,avg_function_halstead_length,avg_function_halstead_operands_distinct,avg_function_halstead_operands_total,avg_function_halstead_operators_distinct,avg_function_halstead_operators_total,avg_function_halstead_time,avg_function_halstead_vocabulary,avg_function_halstead_volume,avg_function_line,avg_function_params,avg_function_sloc_logical,avg_function_sloc_physical,file_count_dependencies,file_cyclomatic,file_effort,file_loc,file_maintainability,file_params,total_function_cyclomatic,total_function_cyclomaticDensity,total_function_halstead_bugs,total_function_halstead_difficulty,total_function_halstead_effort,total_function_halstead_length,total_function_halstead_operands_distinct,total_function_halstead_operands_total,total_function_halstead_operators_distinct,total_function_halstead_operators_total,total_function_halstead_time,total_function_halstead_vocabulary,total_function_halstead_volume,total_function_line,total_function_params,total_function_sloc_logical,total_function_sloc_physical,E001,E002,E003,E004,E005,E006,E007,E008,E009,E010,E011,E012,E013,E014,E015,E016,E017,E018,E019,E020,E021,E022,E023,E024,E025,E026,E027,E028,E029,E030,E031,E032,E033,E034,E035,E036,E039,E040,E041,E042,E043,E045,E046,E048,E049,E050,E052,E053,E054,E055,E056,E057,E058,E059,E060,E061,E062,E063,E064,E065,E066,W001,W002,W003,W004,W005,W006,W007,W008,W009,W010,W014,W016,W017,W018,W019,W020,W021,W022,W024,W025,W026,W027,W028,W030,W031,W032,W033,W034,W035,W036,W037,W038,W040,W042,W043,W044,W045,W046,W047,W048,W049,W050,W051,W052,W053,W054,W055,W056,W057,W058,W059,W060,W061,W062,W063,W064,W065,W066,W067,W068,W069,W070,W071,W072,W073,W074,W075,W076,W077,W078,W079,W080,W082,W083,W084,W085,W086,W087,W088,W089,W090,W093,W094,W095,W096,W097,W098,W101,W103,W104,W106,W107,W108,W109,W110,W112,W113,W114,W115,W116,W117,W118,W119,W120,W121,W122,W123,W124,W125,W126,W127,W128,W129,W130,W131,W132,W133,W134,W135,W136,W137,W138,W139,W140,W141,W142,W143,W144,W145,W146,W147,W148,BUGS
1,25.0,0.06483772137015001,2.631578947368421,511.8767476590831,43,19,25,4,18,28.437597092171288,23,194.51316411045158,7,0,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,511.8767476590831,4.0,127.20778451845335,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,33.33333333333333,0.042479275134434995,2.266666666666666,288.8590709141638,30,15,17,4,13,16.047726161897987,19,127.43782540330757,7,0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,288.8590709141638,3.0,133.82496979911951,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,16.02209944751381,2.908024387307937,78.0,680477.7066300573,1199,125,650,30,549,37804.31703500319,155,8724.073161923812,12,33,181,308,1.848484848484848,59.836186540732,0.041585438347879006,5.099792741294718,1296.8828028209468,30.09090909090909,9.151515151515152,16.515151515151516,5.545454545454546,13.575757575757574,72.0490446011637,14.696969696969695,124.75631504364016,181.3939393939394,1.0,4.606060606060606,9.515151515151516,2,1.848484848484848,1296.8828028209468,4.606060606060606,121.60165544390851,1.0,61,1974.594155844156,1.3723194654800273,168.2931604627257,42797.13249309125,993,302,545,183,448,2377.6184718384025,485,4116.958396440125,5986,33,152,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,16.11111111111111,2.8910467636956314,77.52,672341.8353650561,1192,125,646,30,546,37352.324186947546,155,8673.140291086893,12,33,180,306,1.848484848484848,59.86673395031166,0.041153798165374005,5.002954796630687,1180.388399408674,29.87878787878788,9.151515151515152,16.393939393939394,5.5151515151515165,13.484848484848484,65.5771333004819,14.666666666666664,123.46139449612568,180.42424242424244,1.0,4.575757575757576,9.454545454545457,2,1.848484848484848,1180.388399408674,4.575757575757576,122.03047694126192,1.0,61,1975.602220360285,1.358075339457367,165.09750828881266,38952.81718048624,986,302,541,182,445,2164.0453989159028,484,4074.2260183721473,5954,33,151,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,16.785714285714285,4.76150092632837,90.97540983606558,1299538.4946225882,1842,183,1009,33,833,72196.58303458823,216,14284.50277898511,12,67,280,875,1.836363636363636,63.47353404171586,0.039352025302763,4.889298424908168,1113.2413449363576,28.181818181818183,9.181818181818182,15.636363636363635,5.618181818181819,12.545454545454545,61.84674138535321,14.8,118.05607590829122,515.6181818181818,1.2181818181818178,4.327272727272727,9.654545454545453,3,1.836363636363636,1113.2413449363576,4.327272727272727,123.13681500105317,1.2181818181818178,101,3491.0443722943724,2.164361391651981,268.9114133699492,61228.27397149967,1550,505,860,309,690,3401.570776194427,814,6493.084174956017,28359,67,238,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,16.783216783216783,4.862883387310355,91.77567567567567,1338883.225807279,1878,185,1029,33,849,74382.40143373773,218,14588.650161931067,11,67,286,884,1.854545454545454,63.24373353918808,0.040104739669507006,4.91280145678159,1133.1347397733725,28.6,9.290909090909091,15.854545454545455,5.618181818181819,12.745454545454544,62.951929987409585,14.909090909090908,120.31421900852388,522.0545454545454,1.2181818181818178,4.4,9.654545454545453,3,1.854545454545454,1133.1347397733725,4.4,122.80396765733869,1.2181818181818178,102,3478.4053446553444,2.2057606818229143,270.20408012298753,62322.41068753548,1573,511,872,309,701,3462.3561493075267,820,6617.2820454688135,28713,67,242,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,16.842105263157894,4.8509695202778005,92.09510869565216,1340251.6957478388,1875,184,1027,33,848,74458.4275415466,217,14552.9085608334,11,67,285,883,1.854545454545454,63.290353585808134,0.039994996709779004,4.912541716521852,1129.19104563021,28.54545454545455,9.272727272727273,15.818181818181818,5.618181818181819,12.727272727272727,62.732835868345006,14.89090909090909,119.98499012934042,521.2545454545456,1.2181818181818178,4.381818181818182,9.636363636363637,3,1.854545454545454,1129.19104563021,4.381818181818182,122.88297202229174,1.2181818181818178,102,3480.969447219448,2.199724819037883,270.1897944087018,62105.507509661555,1570,510,870,309,700,3450.3059727589753,819,6599.174457113723,28669,67,241,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,18.90034364261168,4.9654973353986165,92.96774193548387,1384893.224576014,1916,186,1048,33,868,76938.51247644522,219,14896.49200619585,11,67,291,893,1.981818181818182,63.59338388883843,0.041362187775604006,5.037363850909204,1203.4166957313505,29.29090909090909,9.418181818181818,16.2,5.709090909090909,13.090909090909092,66.85648309618615,15.127272727272727,124.08656332681616,529.1272727272727,1.2181818181818178,4.49090909090909,9.945454545454542,3,1.981818181818182,1203.4166957313505,4.49090909090909,122.25159664228649,1.2181818181818178,109,3497.636113886114,2.274920327658271,277.0550118000061,66187.91826522427,1611,518,891,314,720,3677.1065702902392,832,6824.760982974888,29102,67,247,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,18.620689655172416,4.955130952652481,92.79032258064517,1379364.59857789,1912,186,1046,33,866,76631.36658766058,219,14865.392857957444,11,67,290,893,1.9636363636363632,63.59338388883843,0.041234663690949004,5.0010002145455665,1191.2055573001069,29.21818181818182,9.418181818181818,16.163636363636364,5.6909090909090905,13.054545454545455,66.17808651667261,15.10909090909091,123.70399107285057,529.1272727272727,1.2181818181818178,4.4727272727272736,9.945454545454542,3,1.9636363636363632,1191.2055573001069,4.4727272727272736,122.35431684746824,1.2181818181818178,108,3497.636113886114,2.267906503002235,275.0550118000061,65516.30565150588,1607,518,889,313,718,3639.794758416993,831,6803.719509006781,29102,67,246,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,19.463087248322147,5.10178853454788,93.0078947368421,1423519.8329725713,1962,190,1071,33,891,79084.43516514284,223,15305.36560364364,11,68,298,901,2.017857142857143,64.08122879105021,0.042014621080053,5.097910973197527,1243.4515621762434,29.589285714285715,9.428571428571429,16.321428571428573,5.732142857142858,13.267857142857142,69.08064234312468,15.160714285714285,126.04386324016264,539.3928571428571,1.2142857142857142,4.535714285714287,10.0,3,2.017857142857143,1243.4515621762434,4.535714285714287,121.97470357569904,1.2142857142857142,113,3588.548812298812,2.3528187804830107,285.48301449906137,69633.28748186964,1657,528,914,321,743,3868.515971214981,849,7058.456341449108,30206,68,254,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
